Database,TF,TargetGene,Tissue,Experiment,Overlapping_Genes,Pubmed_ID,Pubmed_Link,Genes Mentioned in the Paper,Paper_Link,PMID,chea,signor,trrust,Signor,Trrust,Chea
SPP,E2F3,ACOT1,colon,E2F3 IP ,,,,,,,,,,,,
SPP,FOXA2,ACOT1,lung,FOXA2 IP - A549 cells,,,,,,,,,,,,
SPP,TBP,ACOT1,liver,TBP IP - HepG2 cells,,,,,,,,,,,,
SPP,YY1,ACOT1,lung,YY1 IP - A549 cells,,,,,,,,,,,,
SPP,E2F6,ACOT1,lung,E2F6 IP - A549 cells,,,,,,,,,,,,
SPP,TP53,ACOT1,mammarygland,"TP53 IP, TP53 IP | NUTL3 - MCF-7",,,,,,,,,,,,
SPP,RELA,ACOT1,lung,RELA IP | TNF,,,,,,,,,,,,
SPP,TNF,ACOT1,lung,RELA IP | TNF,,,,,,,,,,,,
SPP,SP1,ACOT1,colon,SP1 IP - HCT116 cells,,,,,,,,,,,,
SPP,HOXA4,ACOT1,colon,HOXA4 IP ,,,,,,,,,,,,
SPP,FOXA1,ACOT1,prostate,FOXA1 KD |Â GATA2 ChIP-Seq,,,,,,,,,,,,
SPP,FOS,ACOT1,vasculature,FOS IP - HUVEC cells,,,,,,,,,,,,
SPP,JUND,ACOT1,uterus,JUND IP - HeLa cells,,,,,,,,,,,,
SPP,JUN,ACOT1,uterus,JUN IP - HeLa cells,,,,,,,,,,,,
SPP,TP53,ACOT1,bone,TP53 IP,,,,,,,,,,,,
SPP,EGR1,ACOT1,liver,EGR1 IP - MCF7 cells,,,,,,,,,,,,
SPP,CPDA,ACOT1,mammarygland,JUN IP | CPDA,,,,,,,,,,,,
SPP,GATA4,ACOT1,stomach,GATA4 IP - AGS,,,,,,,,,,,,
SPP,SREBF1,ACOT1,liver,SREBF1 IP | INS + 22RHC - HepG2 cells,,,,,,,,,,,,
SPP,22RHC; INS,ACOT1,liver,SREBF1 IP | INS + 22RHC - HepG2 cells,,,,,,,,,,,,
SPP,STAT1,ACOT1,uterus,"STAT1 IP | IFNG - HeLa cells, 30 min",,,,,,,,,,,,
SPP,IFNG,ACOT1,uterus,"STAT1 IP | IFNG - HeLa cells, 30 min",,,,,,,,,,,,
SPP,HIF1A,ACOT1,bone,HIF1A IP,,,,,,,,,,,,
SPP,ATF2,ACOT1,colon,ATF2 IP ,,,,,,,,,,,,
SPP,ZBTB7A,ACOT1,liver,ZBTB7A IP - HepG2 cells,,,,,,,,,,,,
SPP,E2F4,ACOT1,uterus,E2F4 IP - HeLa cells,,,,,,,,,,,,
SPP,EGR1,ACOT1,leukocytes,EGR1 IP - K562 cells,,,,,,,,,,,,
SPP,RBPJ,ACOT1,leukocytes,RBPJ IP | COMPE,,,,,,,,,,,,
SPP,COMPE,ACOT1,leukocytes,RBPJ IP | COMPE,,,,,,,,,,,,
SPP,EGR1,ACOT1,stemcells,EGR1 IP - H1 cells,,,,,,,,,,,,
SPP,JUND,ACOT1,vasculature,JUND IP,,,,,,,,,,,,
SPP,HOXA6,ACOT1,colon,HOXA6 IP ,,,,,,,,,,,,
SPP,EBF1,ACOT1,leukocytes,EBF1 IP - GM12878 cells,,,,,,,,,,,,
SPP,FORSK,ACOT1,liver,CEBPB IP | FORSK - HepG2 cells,,,,,,,,,,,,
SPP,JUND,ACOT1,colon,JUND IP - HCT116 cells,,,,,,,,,,,,
SPP,REST,ACOT1,cns,REST IP - U87 cells,,,,,,,,,,,,
SPP,MAX,ACOT1,lung,MAX IP - A549 cells,,,,,,,,,,,,
SPP,REST,ACOT1,lung,REST IP - A549 cells,,,,,,,,,,,,
SPP,IRF4,ACOT1,leukocytes,IRF4 IP - GM12878 cells,,,,,,,,,,,,
SPP,FOSL1,ACOT1,colon,FOSL1 IP - HCT116 cells,,,,,,,,,,,,
SPP,YY1,ACOT1,cns,YY1 IP | ATRA - SK-N-SH cells,,,,,,,,,,,,
SPP,CTCF,ACOT2,skin,"CTCF IP - AG09309 cells, Rep 2 , CTCF IP - HFFC cells, Rep 1 , CTCF IP - NHDF cells , CTCF IP - HFFC cells, Rep 3 , CTCF IP - NHDF cells, Rep 1 , CTCF IP - NHDF cells, Rep 2 , CTCF IP - GM12878 cells, Rep 2 , CTCF IP - AG10803 cells, Rep 1 , CTCF IP - HFFC cells, Rep 2 , CTCF IP - AG10803 cells, Rep 2 , CTCF IP - AG04449 cells, Rep 1 , CTCF IP - AG04449 cells, Rep 2 , CTCF IP - NHEK cells, Rep 2 , CTCF IP - BJ cells, Rep 2 , CTCF IP - AG09309 cells, Rep 1 , CTCF IP - BJ cells, Rep 1 , CTCF IP - NHEK cells ",,,,,,,,,,,,
SPP,CTCF,ACOT2,stemcells,"CTCF IP - H1 cells, CTCF IP - H1 cells , CTCF IP - Rep 2 , CTCF IP - Rep 4 , CTCF IP - Rep 5 , CTCF IP - Rep 6 , CTCF IP - Rep 1 , CTCF IP - Rep 7 , CTCF IP - Rep 3 ",,,,,,,,,,,,
SPP,HIF1A,ACOT2,bone,HIF1A IP,,,,,,,,,,,,
SPP,ERG,ACOT2,prostate,"DHT | ERG ChIP-Seq - 18 h, ERG ChIP-Seq, DHT | ERG ChIP-Seq - 2 h",,,,,,,,,,,,
SPP,DHT,ACOT2,prostate,"DHT | ERG ChIP-Seq - 18 h, DHT | ERG ChIP-Seq - 2 h, DHT | FOXP1 ChIP-Seq",,,,,,,,,,,,
SPP,CEBPB,ACOT2,stemcells,"CEBPB IP - H1 cells, CEBPB IP, CEBPB IP, CEBPB IP",,,,,,,,,,,,
SPP,CTCF,ACOT2,vasculature,"CTCF IP - HBMEC cells, Rep 2 , CTCF IP - HBMEC cells, Rep 1 , CTCF IP - HUVEC cells , CTCF IP - HPAF cells, Rep 1 , CTCF IP - HUVEC cells, Rep 2 , CTCF IP - HUVEC cells, Rep 1 , CTCF IP - AoAFC cells, Rep 2 , CTCF IP - HPAF cells, Rep 2 , CTCF IP - AoAFC cells, Rep 1 ",,,,,,,,,,,,
SPP,CTCF,ACOT2,leukocytes,"CTCF IP - GM18486 cells, Rep 1 , CTCF IP - GM11811 cells, Rep 2, CTCF IP - KU812 cells, Rep 9 , CTCF IP - U-937 cells, Rep 1 , CTCF IP - F36P cells, Rep 1 , CTCF IP - GM12891 cells, Rep 1 , CTCF IP - GM12872 cells, Rep 2 , CTCF IP - GM18486 cells, Rep 2 , CTCF IP - GM12865 cells, Rep 1 , CTCF IP - GM11992 cells, Rep 2, CTCF IP - GM12868 cells , CTCF IP - GM2588 cells, Rep 3 , CTCF IP - GM18526 cells, Rep 2 , CTCF IP - GM18951 cells, Rep 2 , CTCF IP - GM12873 cells, Rep 1 , CTCF IP - GM18505 cells, Rep 2 , CTCF IP - GM12864 cells, Rep 3 , CTCF IP - K562 cells, Rep 1 , CTCF IP - MS1 cells, Rep 1 , CTCF IP - GM06990 cells, Rep 1 , CTCF IP - GM06986 cells, CTCF IP - GM2610 cells, Rep 3 , CTCF IP - GM18951 cells, Rep 1 , CTCF IP - GM12865 cells, Rep 2 , CTCF IP - K562 cells, Rep 16 , CTCF IP - F36P cells, Rep 7 , CTCF IP - GM2610 cells, Rep 1 , CTCF IP - GM12892 cells, Rep 1 , CTCF IP - K562 cells, Rep 9 , CTCF IP - MS1 cells, Rep 2 , CTCF IP - KU812 cells, Rep 1 , CTCF IP - K562 cells, CTCF IP - GM12006 cells, Rep 1, CTCF IP - GM12866 cells , CTCF IP - GM12815 cells, Rep 2, CTCF IP - F36P cells, Rep 11 , CTCF IP - F36P cells, Rep 3 , CTCF IP - GM12890 cells, Rep 3 , CTCF IP - GM2630 cells, Rep 3 , CTCF IP - GM11881 cells, CTCF IP - GM12155 cells, Rep 2, CTCF IP - HeLa cells, Rep 2 , CTCF IP - GM11894 cells, Rep 2, CTCF IP - F36P cells, Rep 17 , CTCF IP - Â CD20+ cells , CTCF IP - GM12828 cells, CTCF IP - K562 cells, CTCF IP - NB4 cells , CTCF IP - F36P cells, Rep 19 , CTCF IP - GM12005 cells, Rep 1, CTCF IP - GM12892 cells, Rep 2 , CTCF IP - GM12005 cells, Rep 2, CTCF IP - GM12873 cells, Rep 1 , CTCF IP - GM12814 cells, Rep 1, CTCF IP - GM12878 cells, Rep 1 , CTCF IP - GM19193 cells, Rep 2 , CTCF IP - GM12867 cells , CTCF IP - GM12878 cells , CTCF IP - GM12890 cells, Rep 1 , CTCF IP - GM18486 cells, Rep 3 , CTCF IP - GM12870 cells , CTCF IP - K562 cells, Rep 14 , CTCF IP - GM2588 cells, Rep 1 , CTCF IP - K562 cells, Rep 15 , CTCF IP - MS1 cells, Rep 3 , CTCF IP - GM2630 cells, Rep 2 , CTCF IP - GM12749 cells, Rep 2, CTCF IP - GM12874 cells, Rep 2 , CTCF IP - GM2588 cells, Rep 2 , CTCF IP - GM12875 cells, Rep 2 , CTCF IP - MS1 cells, Rep 4 , CTCF ChIP-Seq - GM12878, CTCF IP - GM11811 cells, Rep 1, CTCF IP - GM12814 cells, Rep 2, CTCF IP - GM2255 cells, Rep 2 , CTCF IP - KU812 cells, Rep 5 , CTCF IP - GM12287 cells, Rep 2, CTCF IP - GM12006 cells, Rep 2, CTCF IP - GM2610 cells, Rep 2 , CTCF IP - GM12489 cells, Rep 1, CTCF IP - GM12874 cells, Rep 1 , CTCF IP - K562 cells, Rep 2 , CTCF IP - GM06990 cells, Rep 2 , CTCF IP - GM19240 cells, Rep 2 , CTCF IP - GM12871 cells , CTCF IP - GM12234 cells, CTCF IP - GM12749 cells, Rep 1, CTCF IP - GM2255 cells, Rep 3 , CTCF IP - F36P cells, Rep 13 , CTCF IP - GM10847 cells, Rep 1 , CTCF IP - GM12878 cells, Rep 2 , CTCF IP - GM12287 cells, Rep 1, CTCF IP - GM19238 cells, Rep 2 , CTCF IP - GM12872 cells, Rep 1 , CTCF IP - F36P cells, Rep 14 , CTCF IP - K562 cells, CTCF IP - K562 cells , CTCF IP - GM12155 cells, Rep 1, CTCF IP - GM19193 cells, Rep 1 , CTCF IP - GM12872 cells, Rep 3 , CTCF IP - GM12864 cells, Rep 2 , CTCF IP - HL , CTCF IP - UT-7 cells, Rep 6 , CTCF IP - GM07037 cells, CTCF IP - K562 cells, Rep 13 , CTCF IP - GM07346 cells, CTCF IP - Â DND , CTCF IP - F36P cells, Rep 2 , CTCF IP - CD14+ cells , CTCF IP - GM12489 cells, Rep 2, CTCF IP - GM18526 cells, Rep 1 , CTCF IP - K562 cells, Rep 12 , CTCF IP - GM18505 cells, Rep 1 , CTCF IP - GM12873 cells, Rep 3 , CTCF IP - GM11831 cells, CTCF IP - F36P cells, Rep 15 , CTCF IP - GM12815 cells, Rep 1, CTCF IP - GM12869 cells , CTCF IP - GM19239 cells, Rep 2 , CTCF IP - K562 cells, Rep 1 , CTCF IP - GM12875 cells, Rep 1 , CTCF IP - GM12891 cells, Rep 2 , CTCF IP - GM12872 cells, CTCF IP - GM19240 cells, Rep 1 , CTCF IP - GM2630 cells, Rep 1 , CTCF IP - GM11994 cells, Rep 2, CTCF IP - GM12865 cells, Rep 3 , CTCF IP, CTCF IP - K562 cells, Rep 3 , CTCF IP - GM12154 cells, Rep 2, CTCF IP - F36P cells, Rep 10 , CTCF IP - GM19099 cells, Rep 2 , CTCF IP - GM19099 cells, Rep 1 , CTCF IP - UT-7 cells, Rep 5 , CTCF IP - GM11992 cells, Rep 1, CTCF IP - GM2255 cells, Rep 1 , CTCF IP - F36P cells, Rep 9 , CTCF IP - UT-7 cells, Rep 4 , CTCF IP - GM12890 cells, Rep 2 , CTCF IP - F36P cells, Rep 6 , CTCF IP - GM12878 cells, Rep 1 , CTCF IP - GM19238 cells, Rep 1 , CTCF IP - GM11994 cells, Rep 1, CTCF IP - GM19239 cells, Rep 1 , CTCF IP - UT-7 cells, Rep 3 , CTCF IP - GM12878 cells, Rep 2 , CTCF IP - KU812 cells, Rep 13 , CTCF IP - KU812 cells, Rep 17 , CTCF IP - GM10847 cells, Rep 2 , CTCF IP - GM12154 cells, Rep 1, CTCF IP - GM12874 cells, CTCF IP - GM12864 cells, Rep 1 , CTCF IP - K562 cells, Rep 11 ",,,,,,,,,,,,
SPP,JUND,ACOT2,vasculature,JUND IP,,,,,,,,,,,,
SPP,CREB1,ACOT2,prostate,"FOXA1 siRNA | CREB1 ChIP-Seq - Rep 2, CREB1 ChIP-Seq - LNCaP-abl",,,,,,,,,,,,
SPP,FOXA1,ACOT2,prostate,"FOXA1 siRNA | CREB1 ChIP-Seq - Rep 2, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 1, WT AR OE | FOXA1 ChIP-Seq, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 2, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2, FOXA1 KD |Â GATA2 ChIP-Seq, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 1, FOXA1 + FBS |Â GATA2 ChIP-Seq, WT AR OE + FOXA1 OE | FOXA1 ChIP-Seq - high FOXA1, FOXA1 ChIP-Seq, EtOH | FOXA1 ChIP-Seq - Rep 2, AR C562S OE + FOXA1 OE | FOXA1 ChIP-Seq",,,,,,,,,,,,
SPP,CTCF,ACOT2,cns,"CTCF IP - SK-N-SH cells, Rep 1 , CTCF IP - NHA cells , CTCF IP - spinal cord astrocyte cells, Rep 1 , CTCF IP - SK-N-SH cells , CTCF IP - cerebellar astrocyte cells, Rep 2 , CTCF IP - BE(2)-C cells, Rep 1 , CTCF IP - spinal cord astrocyte cells, Rep 2 , CTCF IP - SK cells, CTCF IP - HCPEpiC cells, Rep 1 , CTCF IP - BE(2)-C cells, Rep 2 , CTCF IP - HCPEpiC cells, Rep 2 , CTCF IP - cerebellar astrocyte cells, Rep 1 , CTCF IP - SK-N-SH cells, Rep 2 ",,,,,,,,,,,,
SPP,STAT3,ACOT2,mammarygland,"STAT3 IP | 4HT - MCF10 cells, 36 h, STAT3 IP | 4HT - MCF10 cells, 12 h, STAT3 IP - MCF10A cells, Rep 2",,,,,,,,,,,,
SPP,4HT,ACOT2,mammarygland,"STAT3 IP | 4HT - MCF10 cells, 36 h, E2F4 IP | 4HT - MCF10 cells, STAT3 IP | 4HT - MCF10 cells, 12 h, FOS IP | 4HT - MCF10A cells, 36 h, FOS IP | 4HT - MCF10A cells, 4 h, FOS IP | 4HT - MCF10A cells, 12 h, MYC IP | 4HT - MCF10A cells",,,,,,,,,,,,
SPP,ZNF143,ACOT2,stemcells,ZNF143 IP - H1 cells,,,,,,,,,,,,
SPP,TEAD4,ACOT2,uterus,TEAD4 IP - ECC1 cells,,,,,,,,,,,,
SPP,SRF,ACOT2,liver,SRF IP - HepG2 cells,,,,,,,,,,,,
SPP,REST,ACOT2,lung,REST IP - A549 cells,,,,,,,,,,,,
SPP,JUND,ACOT2,stemcells,"JUND IP - H1 cells, JUND IP - H1 cells",,,,,,,,,,,,
SPP,JUN,ACOT2,mammarygland,"JUN IP - Rep 1, JUN IP, JUN IP - Rep 2, JUN IP | DEX",,,,,,,,,,,,
SPP,ZNF143,ACOT2,leukocytes,"ZNF143 IP - K562 cells, ZNF143 IP - GM12878 cells",,,,,,,,,,,,
SPP,MAZ,ACOT2,leukocytes,MAZ IP - K562 cells,,,,,,,,,,,,
SPP,MAX,ACOT2,uterus,"MAX IP - HeLa cells, Rep 2, MAX IP - HeLa cells, Rep 1, MAX IP - ECC1 cells",,,,,,,,,,,,
SPP,CTCF,ACOT2,lung,"CTCF IP - HPF cells, Rep 1 , CTCF IP - A549 cells, Rep 1 , CTCF IP - AG04450 cells, Rep 2 , CTCF IP - HPF cells, Rep 2 , CTCF IP - AG04450 cells, Rep 1 , CTCF IP - WI-38 cells, Rep 1 , CTCF IP - NHLF cells , CTCF IP - A549 cells, Rep 2 , CTCF ChIP-Seq - A549, CTCF IP - A549 cells, CTCF IP - IMR cells, CTCF IP - SAEC cells, Rep 2 , CTCF IP | DEX - A549 cells, CTCF IP - A549 cells , CTCF IP - NHLF cells , CTCF IP - SAEC cells, Rep 1 , CTCF IP | DEX - A549 cells , CTCF IP - WI-38 cells, Rep 2 ",,,,,,,,,,,,
SPP,FOXA1,ACOT2,mammarygland,"17BE2 | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 2, DHT | FOXA1 ChIP-Seq, DEX | FOXA1 ChIP-Seq - Rep 1, FOXA1 IP - T47D cells, FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 2, DEX | FOXA1 ChIP-Seq - Rep 2, DEX | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 1, FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 1",,,,,,,,,,,,
SPP,17BE2,ACOT2,mammarygland,"17BE2 | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 1",,,,,,,,,,,,
SPP,CEBPB,ACOT2,leukocytes,"CEBPB IP - Rep 204, CEBPB ChIP-Seq - K562, CEBPB IP | oxLDL  - Rep 208, CEBPB IP - Rep 203",,,,,,,,,,,,
SPP,YY1,ACOT2,leukocytes,"YY1 IP - GM12892 cells, Rep 1, YY1 IP - GM12878 cells, YY1 IP - GM12878 cells, YY1 IP - K562 cells, Rep 2, YY1 IP - K562 cells, Rep 1, YY1 IP - GM12891 cells",,,,,,,,,,,,
SPP,SRF,ACOT2,stemcells,"SRF IP - Rep 1 , SRF IP - Rep 7 , SRF IP - Rep 2 , SRF IP - Rep 3 , SRF IP - Rep 4 , SRF IP - Rep 6 , SRF IP - Rep 5 ",,,,,,,,,,,,
SPP,FOS,ACOT2,mammarygland,"FOS IP - MCF10A cells, FOS IP | 4HT - MCF10A cells, 36 h, FOS IP | 4HT - MCF10A cells, 4 h, FOS IP | 4HT - MCF10A cells, 12 h",,,,,,,,,,,,
SPP,YY1,ACOT2,cns,"YY1 IP | ATRA - SK-N-SH cells, YY1 IP - SK-N-SH cells",,,,,,,,,,,,
SPP,ATRA,ACOT2,cns,"YY1 IP | ATRA - SK-N-SH cells, USF1 IP | ATRA - SK-N-SH cells",,,,,,,,,,,,
SPP,ATF3,ACOT2,lung,ATF3 IP - A549 cells,,,,,,,,,,,,
SPP,PAX5,ACOT2,leukocytes,"PAX5 IP - GM12878 cells, Rep 1, PAX5 IP - GM12892 cells, PAX5 IP - GM12878 cells, Rep 2",,,,,,,,,,,,
SPP,CTCF,ACOT2,uterus,"CTCF IP - HeLa cells , CTCF IP - HeLa cells, Rep 1 , CTCF IP - ECC1 cells",,,,,,,,,,,,
SPP,ZNF143,ACOT2,uterus,ZNF143 IP - HeLa cells,,,,,,,,,,,,
SPP,MYC,ACOT2,mammarygland,"MYC IP, MYC IP - MCF-10A cells, DHT | MYC ChIP-Seq, MYC IP | 4HT - MCF10A cells",,,,,,,,,,,,
SPP,ZNF384,ACOT2,leukocytes,"ZNF384 IP - GM12878 cells, ZNF384 IP - K562 cells",,,,,,,,,,,,
SPP,YY1,ACOT2,liver,YY1 IP - HepG2 cells,,,,,,,,,,,,
SPP,TBP,ACOT2,uterus,TBP IP - HeLa cells,,,,,,,,,,,,
SPP,USF1,ACOT2,stemcells,USF1 IP - H1 cells,,,,,,,,,,,,
SPP,FOXA1,ACOT2,stemcells,FOXA1 IP - Rep 5 ,,,,,,,,,,,,
SPP,STAT1,ACOT2,leukocytes,"STAT1 IP - Rep 5, STAT1 IP - Rep 2, STAT1 IP - Rep 1, STAT1 IP - Rep 4, STAT1 IP - Rep 3",,,,,,,,,,,,
SPP,IFNG,ACOT2,leukocytes,"STAT1 IP - Rep 5, STAT1 IP - Rep 2, STAT1 IP - Rep 1, STAT1 IP - Rep 4, STAT1 IP - Rep 3",,,,,,,,,,,,
SPP,STAT5B,ACOT2,leukocytes,STAT5B IP | IL2 - Rep 2,,,,,,,,,,,,
SPP,IL2,ACOT2,leukocytes,STAT5B IP | IL2 - Rep 2,,,,,,,,,,,,
SPP,E2F1,ACOT2,prostate,"BICALU + HES6OE | E2F1 ChIP-Seq - Rep 4, BICALU | E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 3, E2F1 ChIP-Seq - Rep 2, E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1, E2F1 ChIP-Seq - Rep 4, E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3, BICALU | E2F1 ChIP-Seq - Rep 1",,,,,,,,,,,,
SPP,BICALU,ACOT2,prostate,"BICALU + HES6OE | E2F1 ChIP-Seq - Rep 4, BICALU | E2F1 ChIP-Seq - Rep 3, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3, BICALU | E2F1 ChIP-Seq - Rep 1",,,,,,,,,,,,
SPP,HES6,ACOT2,prostate,"BICALU + HES6OE | E2F1 ChIP-Seq - Rep 4, HES6 OE | E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3",,,,,,,,,,,,
SPP,RELA,ACOT2,leukocytes,"RELA IP | TNF - GM12892 cells, RELA IP | TNF - GM12891 cells",,,,,,,,,,,,
SPP,TNF,ACOT2,leukocytes,"RELA IP | TNF - GM12892 cells, RELA IP | TNF - GM12891 cells",,,,,,,,,,,,
SPP,FOS,ACOT2,vasculature,FOS IP - HUVEC cells,,,,,,,,,,,,
SPP,USF1,ACOT2,cns,"USF1 IP | ATRA - SK-N-SH cells, USF1 IP - SK-N-SH cells",,,,,,,,,,,,
SPP,E2F4,ACOT2,mammarygland,E2F4 IP | 4HT - MCF10 cells,,,,,,,,,,,,
SPP,SPI1,ACOT2,leukocytes,"SPI1 IP, SPI1 IP, ROSI | SPI1 ChIP-Seq, SPI1 IP - GM12878 cells, Rep 2 , SPI1 IP, SPI1 IP, SPI1 IP, SPI1 IP, SPI1 IP - GM12891 cells, SPI1 IP, SPI1 IP - GM12878 cells, Rep 3 , SPI1 IP - GM12878 cells, SPI1 IP - GM12878 cells, Rep 4 , SPI1 IP",,,,,,,,,,,,
SPP,CEBPB,ACOT2,liver,"CEBPB IP - HepG2 cells, CEBPB ChIP-Seq - HepG2, CEBPB IP | FORSK - HepG2 cells",,,,,,,,,,,,
SPP,CEBPB,ACOT2,colon,"CEBPB IP - HCT116 cells, CEBPB IP | 125DVD3, CEBPB IP",,,,,,,,,,,,
SPP,CTCF,ACOT2,hspcs,"CTCF IP - HEL 92.1.7 cells, Rep 14 , CTCF IP - HEL 92.1.7 cells, Rep 8 , CTCF IP - HEL 92.1.7 cells, Rep 7 , CTCF IP - Erythroid cells, Rep 2, CTCF IP - HEL 92.1.7 cells, Rep 1 , CTCF IP - HEL 92.1.7 cells, Rep 5 , CTCF IP - HSPCs, Rep 2, CTCF IP - HEL 92.1.7 cells, Rep 4 , CTCF IP - HEL 92.1.7 cells, Rep 2 , CTCF IP - HEL 92.1.7 cells, Rep 13 , CTCF IP - HEL 92.1.7 cells, Rep 11 , CTCF IP - HEL 92.1.7 cells, Rep 10 , CTCF IP - Erythroid cells, Rep 1, CTCF IP - HSPCs, Rep 1",,,,,,,,,,,,
SPP,CTCF,ACOT2,megakaryocytelineage,"CTCF IP - MEG-01 cells, Rep 6 , CTCF IP - MEG-01 cells, Rep 2 , CTCF IP - MEG-01 cells, Rep 10 , CTCF IP - MEG-01 cells, Rep 7 , CTCF IP - MEG-01 cells, Rep 4 , CTCF IP - MEG-01 cells, Rep 8 ",,,,,,,,,,,,
SPP,REST,ACOT2,cns,"REST IP - SK cells, REST IP - SK-N-SH cells, REST IP - U87 cells",,,,,,,,,,,,
SPP,ELF3,ACOT2,pancreas,"ELF3 IP, ELF3 IP",,,,,,,,,,,,
SPP,CTCF,ACOT2,adiposetissue,"CTCF ChIP-Seq - d -2, CTCF ChIP-Seq - d 9, CTCF ChIP-Seq - d 0",,,,,,,,,,,,
SPP,MYC,ACOT2,uterus,MYC IP - HeLa cells,,,,,,,,,,,,
SPP,TCF12,ACOT2,lung,TCF12 IP - A549 cells,,,,,,,,,,,,
SPP,ZBTB17,ACOT2,bone,"ZBTB17 IP, ZBTB17 IP",,,,,,,,,,,,
SPP,FOXA2,ACOT2,embryonictissue,FOXA2 IP - Rep 2,,,,,,,,,,,,
SPP,STAT3,ACOT2,leukocytes,"STAT3 IP - SU-DHL-6, STAT3 IP - OCI-LY7, STAT3 IP - SU-DHL-4",,,,,,,,,,,,
SPP,RELA,ACOT2,adiposetissue,"RELA IP, RELA IP, RELA IP, RELA IP",,,,,,,,,,,,
SPP,JUN,ACOT2,vasculature,"JUN IP, JUN IP - HUVEC cells",,,,,,,,,,,,
SPP,TP73,ACOT2,bone,"TP73 IP - alpha isoform, Rep 1",,,,,,,,,,,,
SPP,FOSL2,ACOT2,cns,FOSL2 IP - SK-N-SH cells,,,,,,,,,,,,
SPP,CTCF,ACOT2,sensory,"CTCF IP - HRPEpiC cells, Rep 1 , CTCF IP - WERI , CTCF IP - HRPEpiC cells, Rep 2 , CTCF IP - WERI-Rb-1- cells, Rep 1 ",,,,,,,,,,,,
SPP,CTCF,ACOT2,heart,"CTCF IP - myocytes cells, Rep 2 , CTCF IP - HCF cells , CTCF IP - myocytes cells, Rep 1 ",,,,,,,,,,,,
SPP,SP1,ACOT2,liver,SP1 IP - HepG2 cells,,,,,,,,,,,,
SPP,JUND,ACOT2,uterus,JUND IP - HeLa cells,,,,,,,,,,,,
SPP,GATA2,ACOT2,prostate,"GATA2 ChIP-Seq - Rep 2, CON KD + R1881 |Â GATA2 ChIP-Seq, CON KD  |Â GATA2 ChIP-Seq, GATA2 ChIP-Seq - Rep 1, CON KD + FBS |Â GATA2 ChIP-Seq, FOXA1 KD |Â GATA2 ChIP-Seq, GATA2 ChIP-Seq, FOXA1 + FBS |Â GATA2 ChIP-Seq, CON KD |Â GATA2 ChIP-Seq",,,,,,,,,,,,
SPP,FOXA2,ACOT2,liver,FOXA2 IP - HepG2 cells,,,,,,,,,,,,
SPP,NFYA,ACOT2,uterus,NFYA IP - HeLa cells,,,,,,,,,,,,
SPP,DEX,ACOT2,mammarygland,"DEX | FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 2, DEX | FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 2, DEX | FOXA1 ChIP-Seq - Rep 2, DEX | FOXA1 ChIP-Seq - Rep 1, JUN IP | DEX",,,,,,,,,,,,
SPP,CTCF,ACOT2,mammarygland,"CTCF IP - HMEC cells, Rep 1 , CTCF IP - MCF-7 cells, Rep 1 , CTCF IP - HMF cells, Rep 2 , CTCF IP - HMF cells, Rep 1 , CTCF IP - MCF-7 cells Rep 2 , CTCF IP - T47D cells, CTCF IP - MCF7 cells, CTCF IP - HMEC cells , CTCF IP - HMEC cells, Rep 2 ",,,,,,,,,,,,
