Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Database,TF,TargetGene,Tissue,Experiment
112,112,112,SPP,E2F1,ELOVL5,prostate,"HES6 OE | E2F1 ChIP-Seq - Rep 1, BICALU | E2F1 ChIP-Seq - Rep 1"
113,113,113,SPP,HES6,ELOVL5,prostate,HES6 OE | E2F1 ChIP-Seq - Rep 1
114,114,114,SPP,RELA,ELOVL5,leukocytes,"RELA IP | BAY082  - IVD Th1 cells, PIA, RELA IP | TNF - GM12891 cells"
115,115,115,SPP,BAY082,ELOVL5,leukocytes,"RELA IP | BAY082  - IVD Th1 cells, PIA"
116,116,116,SPP,HEY1,ELOVL5,leukocytes,HEY1 IP - K562 cells
117,117,117,SPP,HEY1,ELOVL5,liver,HEY1 IP - HepG2 cells
118,118,118,SPP,TCF7L2,ELOVL5,uterus,TCF7L2 IP - HeLa cells
119,119,119,SPP,MAX,ELOVL5,cns,MAX IP - SK-N-SH cells
120,120,120,SPP,GATA3,ELOVL5,mammarygland,"GATA3 IP - MCF-7 cells, GATA3 IP - MCF7 cells, GATA3 IP - T47D cells"
121,121,121,SPP,TAL1,ELOVL5,leukocytes,TAL1 IP - K562 cells
122,122,122,SPP,STAT5B,ELOVL5,leukocytes,"STAT5B IP | H9RETR, Rep 2, STAT5B IP | H9, Rep 2"
123,123,123,SPP,H9RETR,ELOVL5,leukocytes,"STAT5B IP | H9RETR, Rep 2"
124,124,124,SPP,MXI1,ELOVL5,leukocytes,MXI1 IP - GM12878 cells
125,125,125,SPP,NFYA,ELOVL5,colon,NFYA IP 
126,126,126,SPP,UBTF,ELOVL5,leukocytes,UBTF IP - K562 cells
127,127,127,SPP,MAFK,ELOVL5,liver,"MAFK IP - HepG2 cells, Rep 1"
128,128,128,SPP,ELF1,ELOVL5,cns,ELF1 IP - SK-N-SH cells
129,129,129,SPP,MYC,ELOVL5,lung,MYC IP - A549 cells
130,130,130,SPP,GABPA,ELOVL5,prostate,"GABPA IP - Rep 2, GABPA IP - Rep 1, GABPA IP | R1881"
131,131,131,SPP,DEX,ELOVL5,mammarygland,"DEX | FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 2, DEX | FOXA1 ChIP-Seq - Rep 2, DEX | FOXA1 ChIP-Seq - Rep 2"
132,132,132,SPP,ATF2,ELOVL5,stemcells,ATF2 IP - H1 cells
133,133,133,SPP,HIF1A,ELOVL5,bone,HIF1A IP
134,134,134,SPP,CREB1,ELOVL5,uterus,CREB1 IP - ECC1 cells
135,135,135,SPP,GATA3,ELOVL5,cns,"GATA3 IP - SK-N-SH cells, GATA3 IP - SHSY5Y cells"
136,136,136,SPP,E2F4,ELOVL5,leukocytes,E2F4 IP - K562 cells
137,137,137,SPP,GATA1,ELOVL5,erythroidlineage,"GATA1 IP - PBDE cells, Rep 1"
138,138,138,SPP,MAX,ELOVL5,uterus,"MAX IP - HeLa cells, Rep 2, MAX IP - ECC1 cells, MAX IP - HeLa cells, Rep 1"
139,139,139,SPP,EGR1,ELOVL5,liver,EGR1 IP - MCF7 cells
140,140,140,SPP,USF1,ELOVL5,lung,"USF1 IP - A549 cells, Rep 1, USF1 IP | DEX - A549 cells, USF1 IP - A549 cells, Rep 2"
141,141,141,SPP,RUNX1,ELOVL5,leukocytes,"SPI1 IP | RUNX1 KD, RUNX1 IP"
142,142,142,SPP,REST,ELOVL5,liver,"REST IP - HepG2 cells, Rep 2"
143,143,143,SPP,PBX3,ELOVL5,leukocytes,PBX3 IP - GM12878 cells
144,144,144,SPP,BHLHE40,ELOVL5,liver,BHLHE40 IP - HepG2 cells
145,145,145,SPP,SRF,ELOVL5,uterus,SRF IP - ECC1 cells
146,146,146,SPP,GATA1,ELOVL5,leukocytes,"GATA1 ChIP-Seq - SC266, GATA1 ChIP-Seq - K562"
147,147,147,SPP,MYC,ELOVL5,mammarygland,"MYC IP, DHT | MYC ChIP-Seq, MYC IP - MCF-10A cells"
148,148,148,SPP,FOXA2,ELOVL5,embryonictissue,FOXA2 IP - Rep 2
149,149,149,SPP,RBPJ,ELOVL5,leukocytes,RBPJ IP | COMPE - wash
150,150,150,SPP,COMPE,ELOVL5,leukocytes,RBPJ IP | COMPE - wash
151,151,151,SPP,ZEB1,ELOVL5,liver,ZEB1 IP - HepG2 cells
152,152,152,SPP,TEAD4,ELOVL5,stemcells,TEAD4 IP - H1 cells
153,153,153,SPP,CEBPB,ELOVL5,lung,"CEBPB ChIP-Seq - A549, CEBPB ChIP-Seq - IMR90"
154,154,154,SPP,FOXA1,ELOVL5,pancreas,FOXA1 IP | KLF5 KO
155,155,155,SPP,GATA2,ELOVL5,cns,GATA2 ChIP-Seq SH-SY5Y
156,156,156,SPP,STAT3,ELOVL5,stemcells,"STAT3 IP - Rep 2 , STAT3 IP - Rep 1 , STAT3 IP - Rep 3 "
157,157,157,SPP,SIX2,ELOVL5,kidney,"SIX2 IP - 17 weeks, Rep 1, SIX2 IP - 17 weeks, Rep 2, SIX2 IP -  16 weeks"
158,158,158,SPP,FOSL2,ELOVL5,mammarygland,FOSL2 IP - MCF7 cells
159,159,159,SPP,MAZ,ELOVL5,leukocytes,"MAZ IP - GM12878 cells, MAZ IP - K562 cells"
160,160,160,SPP,USF1,ELOVL5,liver,USF1 IP - HepG2 cells
161,161,161,SPP,HOXA4,ELOVL5,colon,HOXA4 IP 
162,162,162,SPP,FOSL2,ELOVL5,liver,FOSL2 IP - HepG2 cells
163,163,163,SPP,ROSI,ELOVL5,adiposetissue,"ROSI (BrAT) | KLF11 ChIP-Seq, Rep 1, ROSI (BrAT) | KLF11 ChIP-Seq, Rep 2"
164,164,164,SPP,FOXM1,ELOVL5,leukocytes,FOXM1 IP - GM12878 cells
165,165,165,SPP,REST,ELOVL5,stemcells,"REST IP - H1 cells, Rep 1"
166,166,166,SPP,SOX2,ELOVL5,stemcells,SOX2 IP
167,167,167,SPP,FOXA2,ELOVL5,stemcells,"FOXA2 IP - ES D2, FOXA2 IP - ES D10, FOXA2 IP - ES D5, FOXA2 IP - Rep 5 , FOXA2 IP - ES D7"
168,168,168,SPP,MYC,ELOVL5,bone,MYC IP
169,169,169,SPP,DHT,ELOVL5,mammarygland,"DHT | MYC ChIP-Seq, DHT | FOXA1 ChIP-Seq"
170,170,170,SPP,NFKB1,ELOVL5,leukocytes,"NFKB1 IP - Rep 2, NFKB1 IP - Rep 1"
171,171,171,SPP,TEAD4,ELOVL5,uterus,TEAD4 IP - ECC1 cells
172,172,172,SPP,GATA3,ELOVL5,lung,GATA3 IP - A549 cells
173,173,173,SPP,GTF2B,ELOVL5,uterus,GTF2B IP - Rep 2
174,174,174,SPP,REST,ELOVL5,lung,REST IP - A549 cells
175,175,175,SPP,H9,ELOVL5,leukocytes,"STAT5B IP | H9, Rep 2"
176,176,176,SPP,JUN,ELOVL5,mammarygland,"JUN IP - Rep 1, JUN IP - Rep 2"
177,177,177,SPP,USF2,ELOVL5,uterus,USF2 IP - HeLa cells
178,178,178,SPP,ELF1,ELOVL5,colon,ELF1 IP - HCT116 cells
179,179,179,SPP,GLI2,ELOVL5,colon,GLI2 IP 
180,180,180,SPP,USF1,ELOVL5,uterus,USF1 IP - ECC1 cells
181,181,181,SPP,TCF7L2,ELOVL5,mammarygland,TCF7L2 ChIP-Seq
182,182,182,SPP,ELF1,ELOVL5,mammarygland,ELF1 IP - MCF7 cells
183,183,183,SPP,JUN,ELOVL5,vasculature,"JUN IP, JUN IP - HUVEC cells"
184,184,184,SPP,MXI1,ELOVL5,cns,MXI1 IP - SK-N-SH cells 
185,185,185,SPP,JUND,ELOVL5,cns,"JUND IP - SK-N-SH cells , JUND IP - SK-N-SH cells"
186,186,186,SPP,ZBTB7A,ELOVL5,leukocytes,ZBTB7A IP - SK-N-SH cells
187,187,187,SPP,YY1,ELOVL5,liver,YY1 IP - HepG2 cells
188,188,188,SPP,USF1,ELOVL5,colon,USF1 IP - HCT116 cells
189,189,189,SPP,TCF12,ELOVL5,cns,TCF12 IP - SK-N-SH cells
190,190,190,SPP,BHLHE40,ELOVL5,leukocytes,"BHLHE40 IP - GM12878 cells, BHLHE40 IP - K562 cells"
191,191,191,SPP,CEBPB,ELOVL5,uterus,CEBPB ChIP-Seq - HeLaS3
192,192,192,SPP,SP1,ELOVL5,stemcells,SP1 IP - H1 cells
193,193,193,SPP,CTCF,ELOVL5,vasculature,"CTCF IP - HUVEC cells, Rep 1 "
194,194,194,SPP,JUND,ELOVL5,liver,"JUND IP - HepG2 cells, JUND IP - HepG2 cells"
195,195,195,SPP,TCF12,ELOVL5,uterus,TCF12 IP - ECC1 cells
196,196,196,SPP,E2F6,ELOVL5,stemcells,E2F6 IP - H1 cells
197,197,197,SPP,EGR1,ELOVL5,uterus,EGR1 IP - ECC1 cells
198,198,198,SPP,NFYA,ELOVL5,uterus,NFYA IP - HeLa cells
199,199,199,SPP,GABPA,ELOVL5,lung,GABPA IP - A549 cells
200,200,200,SPP,TBP,ELOVL5,stemcells,TBP IP - H1 cells
201,201,201,SPP,GTF2F1,ELOVL5,uterus,GTF2F1 IP - HeLa cells
202,202,202,SPP,MAX,ELOVL5,lung,MAX IP - A549 cells
203,203,203,SPP,ATF3,ELOVL5,colon,"ATF3 IP - HCT116 cells, ATF3 IP | CAMPTO"
