Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Database,TF,TargetGene,Tissue,Experiment
10,10,10,SPP,KLF5,SLC25A20,pancreas,"KLF5 IP, ELF3 IP | KLF5 KO"
11,11,11,SPP,JUND,SLC25A20,stemcells,JUND IP - H1 cells
12,12,12,SPP,IRF1,SLC25A20,leukocytes,"IRF1 IP - Rep 3, IRF1 IP | IFNG - K562 cells, 6 h, IRF1 IP | IFNA1-13 - K562 cells, 6 h"
13,13,13,SPP,IFNG,SLC25A20,leukocytes,"IRF1 IP - Rep 3, STAT1 IP - Rep 6, STAT1 IP - Rep 2, MYC IP | IFNG - K562 cells, 30 min, IRF1 IP | IFNG - K562 cells, 6 h, STAT1 IP - Rep 5, STAT1 IP - Rep 4, STAT1 IP - Rep 3, MYC IP | IFNG - K562 cells, 6 h, STAT1 IP - Rep 1"
14,14,14,SPP,E2F4,SLC25A20,mammarygland,E2F4 IP | 4HT - MCF10 cells
15,15,15,SPP,4HT,SLC25A20,mammarygland,"E2F4 IP | 4HT - MCF10 cells, MYC IP | 4HT - MCF10A cells"
16,16,16,SPP,STAT1,SLC25A20,leukocytes,"STAT1 IP - Rep 6, STAT1 IP - Rep 2, STAT1 IP - Rep 5, STAT1 IP - Rep 4, STAT1 IP - Rep 3, STAT1 IP - Rep 1"
17,17,17,SPP,MAZ,SLC25A20,liver,MAZ IP - HepG2 cells
18,18,18,SPP,USF1,SLC25A20,cns,"USF1 IP - SK-N-SH cells, USF1 IP | ATRA - SK-N-SH cells"
19,19,19,SPP,STAT1,SLC25A20,uterus,"STAT1 IP | IFNG - HeLa cells, 30 min"
20,20,20,SPP,IFNG,SLC25A20,uterus,"STAT1 IP | IFNG - HeLa cells, 30 min"
21,21,21,SPP,EGR1,SLC25A20,colon,EGR1 IP - HCT116 cells
22,22,22,SPP,CEBPB,SLC25A20,lung,"CEBPB IP - A549 cells, CEBPB ChIP-Seq - A549, CEBPB ChIP-Seq - IMR90"
23,23,23,SPP,TP63,SLC25A20,skin,"TP63 IP, TP63 IP | BANF1 KD, TP63 IP, TP63 IP"
24,24,24,SPP,REST,SLC25A20,cns,"REST IP - SK cells, REST IP - PFSK1 cells, Rep 2, REST IP - U87 cells"
25,25,25,SPP,SPI1,SLC25A20,leukocytes,"SPI1 IP, SPI1 IP, SPI1 IP - K562 cells, SPI1 IP, SPI1 IP - HL-60 cells, Rep 4 , SPI1 IP, SPI1 IP, SPI1 IP, SPI1 IP, SPI1 IP - HL cells, SPI1 IP, SPI1 IP - GM12891 cells, SPI1 IP"
26,26,26,SPP,RUNX1,SLC25A20,hspcs,RUNX1
27,27,27,SPP,ELK1,SLC25A20,leukocytes,ELK1 IP - GM12878 cells
28,28,28,SPP,TEAD4,SLC25A20,leukocytes,TEAD4 IP - K562 cells
29,29,29,SPP,ATF3,SLC25A20,colon,ATF3 IP - HCT116 cells
30,30,30,SPP,SRF,SLC25A20,leukocytes,"SRF IP - SK-N-SH cells, SRF IP - GM12878 cells, Rep 2"
31,31,31,SPP,YY1,SLC25A20,leukocytes,"YY1 IP - K562 cells, Rep 2, YY1 IP - GM12878 cells, YY1 IP - GM12892 cells, Rep 1, YY1 IP - GM12891 cells, YY1 IP - K562 cells, Rep 1"
32,32,32,SPP,ELF1,SLC25A20,liver,ELF1 IP - HepG2 cells
33,33,33,SPP,GABPA,SLC25A20,leukocytes,"GABPA IP - GM12878 cells, Rep 4 , GABPA IP - HL cells, GABPA IP - K562 cells, GABPA IP, GABPA IP - Jurkat, Rep 1, GABPA IP - GM12878 cells, Rep 5 , GABPA IP - GM12878 cells, Rep 2 , GABPA IP - Jurkat, Rep 2, GABPA IP - GM12878 cells, GABPA IP - GM12878 cells, Rep 3 , GABPA IP - GM12878 cells, Rep 1 "
34,34,34,SPP,ELF1,SLC25A20,mammarygland,ELF1 IP - MCF7 cells
35,35,35,SPP,MAFK,SLC25A20,lung,MAFK IP - IMR cells
36,36,36,SPP,SP1,SLC25A20,leukocytes,SP1 IP - GM12878 cells
37,37,37,SPP,MAZ,SLC25A20,leukocytes,"MAZ IP - K562 cells, MAZ IP - GM12878 cells"
38,38,38,SPP,TCF21,SLC25A20,vasculature,TCF21 IP
39,39,39,SPP,GABPA,SLC25A20,liver,"GABPA IP, GABPA IP, GABPA IP - MCF7 cells, GABPA IP - HepG2 cells, GABPA IP"
40,40,40,SPP,DHT,SLC25A20,prostate,"DHT | FOXA1 ChIP-Seq, DHT | ERG ChIP-Seq - 18 h"
41,41,41,SPP,TBP,SLC25A20,liver,TBP IP - HepG2 cells
42,42,42,SPP,IRF1,SLC25A20,colon,IRF1 IP 
43,43,43,SPP,MAFK,SLC25A20,uterus,MAFK IP - HeLa cells
44,44,44,SPP,PAX5,SLC25A20,leukocytes,"PAX5 IP - GM12878 cells, Rep 2, PAX5 IP - GM12892 cells, PAX5 IP - GM12878 cells, Rep 1"
45,45,45,SPP,MAX,SLC25A20,cns,MAX IP - SK-N-SH cells
46,46,46,SPP,USF1,SLC25A20,lung,"USF1 IP - A549 cells, Rep 2"
47,47,47,SPP,MYC,SLC25A20,mammarygland,"MYC IP - MCF-10A cells, DHT | MYC ChIP-Seq, MYC IP | 4HT - MCF10A cells"
48,48,48,SPP,GABPA,SLC25A20,stemcells,GABPA IP - H1 cells
49,49,49,SPP,PBX3,SLC25A20,leukocytes,PBX3 IP - GM12878 cells
50,50,50,SPP,MAFK,SLC25A20,leukocytes,"MAFK IP - K562 cells, MAFK IP - GM12878 cells"
51,51,51,SPP,MXI1,SLC25A20,liver,MXI1 IP - HepG2 cells
52,52,52,SPP,R1881,SLC25A20,prostate,"GATA2 KD + R1881 | FOXA1 ChIP-Seq, CON KD + R1881 | FOXA1 ChIP-Seq, GABPA IP | R1881, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 2, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 1, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 1"
53,53,53,SPP,GATA2,SLC25A20,prostate,"GATA2 KD + R1881 | FOXA1 ChIP-Seq, GATA2 ChIP-Seq"
54,54,54,SPP,ELK4,SLC25A20,uterus,"ELK4 IP - HeLa cells, ELK4 IP - HeLa, Rep 1"
55,55,55,SPP,TCF12,SLC25A20,leukocytes,TCF12 IP - GM12878 cells
56,56,56,SPP,OTX2,SLC25A20,stemcells,OTX2 IP - Rep 10 
57,57,57,SPP,MAZ,SLC25A20,lung,MAZ IP - IMR cells
58,58,58,SPP,MAX,SLC25A20,liver,"MAX IP - HepG2 cells, MAX IP - MCF7 cells"
59,59,59,SPP,MAX,SLC25A20,stemcells,MAX IP - H1 cells
60,60,60,SPP,CEBPB,SLC25A20,mammarygland,CEBPB IP - MCF7 cells
61,61,61,SPP,FOXA2,SLC25A20,embryonictissue,FOXA2 IP - Rep 2
62,62,62,SPP,TP53,SLC25A20,mammarygland,TP53 IP
63,63,63,SPP,RELA,SLC25A20,leukocytes,"RELA IP | BAY082  - IVD Th1 cells, PIA, RELA IP | TNF - GM19193 cells"
64,64,64,SPP,BAY082,SLC25A20,leukocytes,"RELA IP | BAY082  - IVD Th1 cells, PIA"
65,65,65,SPP,IRF4,SLC25A20,leukocytes,IRF4 IP
66,66,66,SPP,CREB1,SLC25A20,prostate,"FOXA1 siRNA | CREB1 ChIP-Seq - Rep 2, CREB1 ChIP-Seq - LNCaP-abl"
67,67,67,SPP,FOXA1,SLC25A20,mammarygland,"FOXA1 IP - T47D cells, FOXA1 ChIP-Seq - Rep 2, DHT | FOXA1 ChIP-Seq"
68,68,68,SPP,ELF1,SLC25A20,leukocytes,"ELF1 IP - SK-N-SH cells, ELF1 IP - SK-N-SH cells"
69,69,69,SPP,HOXA6,SLC25A20,colon,HOXA6 IP 
70,70,70,SPP,GLI2,SLC25A20,colon,GLI2 IP 
71,71,71,SPP,MYC,SLC25A20,liver,MYC IP
72,72,72,SPP,MYC,SLC25A20,uterus,MYC IP - HeLa cells
73,73,73,SPP,TEAD4,SLC25A20,liver,TEAD4 IP - HepG2 cells
74,74,74,SPP,ARID3A,SLC25A20,liver,ARID3A IP - HepG2 cells
75,75,75,SPP,ZEB1,SLC25A20,liver,ZEB1 IP - HepG2 cells
76,76,76,SPP,TP53,SLC25A20,bone,TP53 IP | TP53EE/RR OE
77,77,77,SPP,MYC,SLC25A20,leukocytes,"MYC IP - NB4 cells, MYC IP | IFNG - K562 cells, 30 min, MYC IP - K562 cells, Rep 1, MYC IP | IFNG - K562 cells, 6 h"
78,78,78,SPP,SOX2,SLC25A20,stemcells,SOX2 IP
79,79,79,SPP,JUND,SLC25A20,liver,"JUND IP - HepG2 cells, JUND IP - HepG2 cells"
80,80,80,SPP,CREB1,SLC25A20,leukocytes,"CREB1 IP - K562 cells, CREB1 IP - GM12878 cells"
81,81,81,SPP,E2F6,SLC25A20,leukocytes,"E2F6 IP - K562 cells, E2F6 IP - K562 cells"
82,82,82,SPP,ELF1,SLC25A20,colon,ELF1 IP - HCT116 cells
83,83,83,SPP,E2F3,SLC25A20,colon,E2F3 IP 
84,84,84,SPP,E2F6,SLC25A20,uterus,E2F6 IP - HeLa cells
85,85,85,SPP,CTCF,SLC25A20,mammarygland,"CTCF IP - HMEC cells, Rep 1 "
86,86,86,SPP,MAX,SLC25A20,uterus,"MAX IP - HeLa cells, Rep 2, MAX IP - ECC1 cells, MAX IP - HeLa cells, Rep 1"
87,87,87,SPP,JUND,SLC25A20,colon,JUND IP - HCT116 cells
88,88,88,SPP,CEBPB,SLC25A20,stemcells,CEBPB IP
89,89,89,SPP,GABPA,SLC25A20,prostate,"GABPA IP | R1881, GABPA IP - Rep 1"
90,90,90,SPP,MTA3,SLC25A20,leukocytes,MTA3 IP - GM12878 cells
91,91,91,SPP,RELA,SLC25A20,colon,RELA IP 
92,92,92,SPP,GTF2F1,SLC25A20,uterus,GTF2F1 IP - HeLa cells
93,93,93,SPP,ELF3,SLC25A20,pancreas,"ELF3 IP, ELF3 IP | KLF5 KO, ELF3 IP"
94,94,94,SPP,MAFF,SLC25A20,leukocytes,MAFF IP - K562 cells
95,95,95,SPP,RUNX1,SLC25A20,leukocytes,RUNX1 IP
96,96,96,SPP,ZNF384,SLC25A20,leukocytes,"ZNF384 IP - GM12878 cells, ZNF384 IP - K562 cells"
97,97,97,SPP,ERG,SLC25A20,leukocytes,ERG IP - Rep 1
98,98,98,SPP,MXI1,SLC25A20,cns,MXI1 IP - SK-N-SH cells 
99,99,99,SPP,CEBPB,SLC25A20,leukocytes,"CEBPB IP | oxLDL  - Rep 208, CEBPB ChIP-Seq - K562"
100,100,100,SPP,FOXA1,SLC25A20,liver,"FOXA1 IP - HepG2 cells, Rep 2, FOXA1 IP - HepG2 cells, Rep 1"
101,101,101,SPP,ETV5,SLC25A20,colon,ETV5 IP 
102,102,102,SPP,YY1,SLC25A20,cns,"YY1 IP - SK-N-SH cells, YY1 IP | ATRA - SK-N-SH cells"
103,103,103,SPP,CEBPB,SLC25A20,colon,"CEBPB IP, CEBPB IP - HCT116 cells, CEBPB IP | 125DVD3"
104,104,104,SPP,BICALU,SLC25A20,prostate,"BICALU | E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1"
105,105,105,SPP,FOXA2,SLC25A20,liver,FOXA2 IP - HepG2 cells
106,106,106,SPP,MXI1,SLC25A20,lung,MXI1 IP - IMR cells
107,107,107,SPP,ETS1,SLC25A20,leukocytes,"ETS1 IP, ETS1 IP - K562 cells, ETS1 IP - GM12878 cells"
108,108,108,SPP,IFNA1,SLC25A20,leukocytes,"IRF1 IP | IFNA1-13 - K562 cells, 6 h"
109,109,109,SPP,THAP1,SLC25A20,leukocytes,THAP1 IP - K562 cells
110,110,110,SPP,CREB1,SLC25A20,liver,"CREB1 IP, CREB1 IP - HepG2 cells"
111,111,111,SPP,MYB,SLC25A20,leukocytes,"MYB IP - Jurkat, Rep 2, MYB IP - Jurkat, Rep 4, MYB IP - Jurkat, Rep 3, MYB IP - Jurkat, Rep 1, MYB IP - Jurkat, Rep 5"
112,112,112,SPP,ERG,SLC25A20,prostate,"DMSO | ERG ChIP-Seq - Rep 1, DMSO | ERG ChIP-Seq - Rep 2, ERG ChIP-Seq, ERG ChIP-Seq, DHT | ERG ChIP-Seq - 18 h"
113,113,113,SPP,TNF,SLC25A20,leukocytes,RELA IP | TNF - GM19193 cells
114,114,114,SPP,ZNF263,SLC25A20,kidney,ZNF263 IP - HEK293 cells
115,115,115,SPP,MXI1,SLC25A20,uterus,MXI1 IP - HeLa cells
116,116,116,SPP,TBP,SLC25A20,uterus,TBP IP - HeLa cells
117,117,117,SPP,DHT,SLC25A20,mammarygland,"DHT | MYC ChIP-Seq, DHT | FOXA1 ChIP-Seq"
118,118,118,SPP,USF1,SLC25A20,uterus,USF1 IP - ECC1 cells
119,119,119,SPP,E2F1,SLC25A20,mammarygland,"E2F1 IP, E2F1 IP - MCF7 cells"
120,120,120,SPP,ZNF143,SLC25A20,leukocytes,"ZNF143 IP - GM12878 cells, ZNF143 IP - K562 cells"
121,121,121,SPP,MYC,SLC25A20,stemcells,MYC IP - Rep 2 
122,122,122,SPP,HOXA4,SLC25A20,colon,HOXA4 IP 
123,123,123,SPP,MAX,SLC25A20,leukocytes,"MAX IP - NB4 cells, MAX IP - K562 cells, MAX IP - K562 cells, Rep 2"
124,124,124,SPP,STAT5B,SLC25A20,leukocytes,STAT5B IP | IL2 - Rep 2
125,125,125,SPP,IL2,SLC25A20,leukocytes,STAT5B IP | IL2 - Rep 2
126,126,126,SPP,MAZ,SLC25A20,uterus,MAZ IP - HeLa cells
127,127,127,SPP,TAL1,SLC25A20,leukocytes,TAL1 IP - MOLT3
128,128,128,SPP,KLF11,SLC25A20,adiposetissue,"ROSI (BrAT) | KLF11 ChIP-Seq, Rep 1, KLF11 ChIP-Seq, Rep 1, ROSI (BrAT) | KLF11 ChIP-Seq, Rep 2, KLF11 ChIP-Seq, Rep 2"
129,129,129,SPP,ROSI,SLC25A20,adiposetissue,"ROSI (BrAT) | KLF11 ChIP-Seq, Rep 1, ROSI (BrAT) | KLF11 ChIP-Seq, Rep 2"
130,130,130,SPP,125DVD3,SLC25A20,colon,CEBPB IP | 125DVD3
131,131,131,SPP,CTCF,SLC25A20,cns,"CTCF IP - HCPEpiC cells, Rep 1 "
132,132,132,SPP,ATF2,SLC25A20,colon,ATF2 IP 
133,133,133,SPP,USF1,SLC25A20,colon,USF1 IP - HCT116 cells
134,134,134,SPP,YY1,SLC25A20,liver,YY1 IP - HepG2 cells
135,135,135,SPP,TCF3,SLC25A20,leukocytes,TCF3 IP - GM12878 cells
136,136,136,SPP,GABPA,SLC25A20,lung,GABPA IP - A549 cells
137,137,137,SPP,ZNF143,SLC25A20,stemcells,ZNF143 IP - H1 cells
138,138,138,SPP,GABPA,SLC25A20,uterus,GABPA IP - HeLa cells
139,139,139,SPP,HES6,SLC25A20,prostate,"HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1, HES6 OE | E2F1 ChIP-Seq - Rep 1"
140,140,140,SPP,MAX,SLC25A20,colon,MAX IP - HCT116 cells
141,141,141,SPP,MXI1,SLC25A20,leukocytes,MXI1 IP - GM12878 cells
142,142,142,SPP,GATA3,SLC25A20,cns,GATA3 IP - SK-N-SH cells
143,143,143,SPP,NFKB1,SLC25A20,leukocytes,NFKB1 IP - Rep 2
144,144,144,SPP,ELF1,SLC25A20,cns,ELF1 IP - SK-N-SH cells
145,145,145,SPP,CREB1,SLC25A20,lung,CREB1 IP | DEX - A549 cells
146,146,146,SPP,DEX,SLC25A20,lung,CREB1 IP | DEX - A549 cells
147,147,147,SPP,SRF,SLC25A20,colon,SRF IP - HCT116 cells
148,148,148,SPP,GATA3,SLC25A20,mammarygland,GATA3 IP - MCF7 cells
149,149,149,SPP,PBX3,SLC25A20,cns,PBX3 IP - SK-N-SH cells
150,150,150,SPP,USF1,SLC25A20,liver,USF1 IP - HepG2 cells
151,151,151,SPP,HEY1,SLC25A20,leukocytes,HEY1 IP - K562 cells
152,152,152,SPP,TBP,SLC25A20,leukocytes,TBP IP - GM12878 cells
153,153,153,SPP,ZBTB7A,SLC25A20,leukocytes,ZBTB7A IP - SK-N-SH cells
154,154,154,SPP,BANF1,SLC25A20,skin,TP63 IP | BANF1 KD
155,155,155,SPP,HEY1,SLC25A20,liver,HEY1 IP - HepG2 cells
156,156,156,SPP,ZNF143,SLC25A20,uterus,"ZNF143 IP - HeLa cells, ZNF143 IP - HeLa, Rep 1"
157,157,157,SPP,SP1,SLC25A20,stemcells,SP1 IP - H1 cells
158,158,158,SPP,FOSL1,SLC25A20,colon,FOSL1 IP - HCT116 cells
159,159,159,SPP,EGR1,SLC25A20,leukocytes,EGR1 IP - K562 cells
160,160,160,SPP,TCF12,SLC25A20,cns,TCF12 IP - SK-N-SH cells
161,161,161,SPP,ATRA,SLC25A20,cns,"YY1 IP | ATRA - SK-N-SH cells, USF1 IP | ATRA - SK-N-SH cells"
162,162,162,SPP,MAFK,SLC25A20,liver,"MAFK IP - HepG2 cells, Rep 2, MAFK IP - HepG2 cells, Rep 1"
163,163,163,SPP,SP1,SLC25A20,colon,SP1 IP - HCT116 cells
164,164,164,SPP,CTCF,SLC25A20,skin,"CTCF IP - AG04449 cells, Rep 1 "
165,165,165,SPP,TCF12,SLC25A20,uterus,TCF12 IP - ECC1 cells
166,166,166,SPP,ELK1,SLC25A20,uterus,ELK1 IP - HeLa cells
167,167,167,SPP,USF1,SLC25A20,stemcells,USF1 IP - H1 cells
168,168,168,SPP,TCF7L2,SLC25A20,mammarygland,TCF7L2 ChIP-Seq
169,169,169,SPP,ATF2,SLC25A20,stemcells,ATF2 IP - H1 cells
170,170,170,SPP,PIAS1,SLC25A20,prostate,"PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 1"
171,171,171,SPP,GABPA,SLC25A20,cns,GABPA IP - SK-N-SH cells
172,172,172,SPP,MAX,SLC25A20,lung,MAX IP - A549 cells
173,173,173,SPP,MYBL2,SLC25A20,liver,MYBL2 IP - HepG2 cells
174,174,174,SPP,SP1,SLC25A20,liver,SP1 IP - HepG2 cells
175,175,175,SPP,YY1,SLC25A20,stemcells,YY1 IP - H1 cells
176,176,176,SPP,STAT3,SLC25A20,leukocytes,"STAT3 IP - SU-DHL-6, STAT3 IP - OCI-LY10"
177,177,177,SPP,YY1,SLC25A20,uterus,YY1 IP - ECC1 cells
178,178,178,SPP,SRF,SLC25A20,mammarygland,SRF IP - MCF7 cells
179,179,179,SPP,TP73,SLC25A20,bone,"TP73 IP - alpha isoform, Rep 1"
180,180,180,SPP,MAFF,SLC25A20,liver,MAFF IP - HepG2 cells
181,181,181,SPP,CEBPB,SLC25A20,uterus,CEBPB ChIP-Seq - HeLaS3
182,182,182,SPP,TAL1,SLC25A20,colon,TAL1 IP 
183,183,183,SPP,KLF5,SLC25A20,stomach,KLF5 IP - KATOIII
184,184,184,SPP,SP1,SLC25A20,lung,SP1 IP - A549 cells
185,185,185,SPP,TBP,SLC25A20,stemcells,TBP IP - H1 cells
186,186,186,SPP,ELF1,SLC25A20,lung,ELF1 IP - A549 cells
187,187,187,SPP,FORSK,SLC25A20,liver,CEBPB IP | FORSK - HepG2 cells
188,188,188,SPP,HMGN3,SLC25A20,leukocytes,HMGN3 IP - K562 cells
189,189,189,SPP,ZNF83,SLC25A20,colon,ZNF83 IP 
190,190,190,SPP,USF1,SLC25A20,leukocytes,USF1 IP - K562 cells
