Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Database,TF,TargetGene,Tissue,Experiment
22,22,22,SPP,FOXA1,ACSS2,prostate,"FOXA1 ChIP-Seq - Rep 1, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 1, CON KD | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq, EtOH | FOXA1 ChIP-Seq - , DHT | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq - Rep 2, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 1, CON KD | FOXA1 ChIP-Seq, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 1, R1881 | FOXA1 ChIP-Seq - Rep 2, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - LNCaP-abl, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 1, FOXA1 ChIP-Seq, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 2, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 2, EtOH | FOXA1 ChIP-Seq - Rep 2, CON KD  | FOXA1 ChIP-Seq, R1881 | FOXA1 ChIP-Seq - Rep 1, CON KD | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq"
23,23,23,SPP,SRF,ACSS2,stemcells,"SRF IP - Rep 5 , SRF IP - Rep 4 , SRF IP - Rep 6 , SRF IP - Rep 1 , SRF IP - Rep 7 "
24,24,24,SPP,CEBPA,ACSS2,leukocytes,"CEBPA IP, CEBPA"
25,25,25,SPP,ELF3,ACSS2,pancreas,"ELF3 IP | KLF5 KO, ELF3 IP, ELF3 IP"
26,26,26,SPP,KLF5,ACSS2,pancreas,"ELF3 IP | KLF5 KO, FOXA1 IP | KLF5 KO, KLF5 IP"
27,27,27,SPP,FOXA1,ACSS2,pancreas,"FOXA1 IP | KLF5 KO, FOXA1 IP, FOXA1 IP"
28,28,28,SPP,YY1,ACSS2,lung,YY1 IP - A549 cells
29,29,29,SPP,CTCF,ACSS2,cns,"CTCF IP - spinal cord astrocyte cells, Rep 2 , CTCF IP - BE(2)-C cells, Rep 1 , CTCF IP - cerebellar astrocyte cells, Rep 2 , CTCF IP - HCPEpiC cells, Rep 1 , CTCF IP - BE(2)-C cells, Rep 2 , CTCF IP - SK-N-SH cells, Rep 2 , CTCF IP - cerebellar astrocyte cells, Rep 1 , CTCF IP - SK-N-SH cells , CTCF IP - HCPEpiC cells, Rep 2 , CTCF IP - spinal cord astrocyte cells, Rep 1 , CTCF IP - SK cells, CTCF IP - SK-N-SH cells, Rep 1 , CTCF IP - NHA cells "
30,30,30,SPP,TP53,ACSS2,bone,TP53 IP
31,31,31,SPP,RUNX1,ACSS2,leukocytes,"RUNX1 IP, RUNX1 IP"
32,32,32,SPP,CTCF,ACSS2,lung,"CTCF IP - IMR cells, CTCF IP - AG04450 cells, Rep 2 , CTCF IP - AG04450 cells, Rep 1 , CTCF IP - HPF cells, Rep 2 , CTCF ChIP-Seq - A549, CTCF IP - NHLF cells , CTCF IP - A549 cells, CTCF IP | DEX - A549 cells, CTCF IP - A549 cells, Rep 2 , CTCF IP - NHLF cells , CTCF IP - SAEC cells, Rep 1 , CTCF IP - WI-38 cells, Rep 2 , CTCF IP | DEX - A549 cells , CTCF IP - SAEC cells, Rep 2 , CTCF IP - A549 cells , CTCF IP - WI-38 cells, Rep 1 , CTCF IP - A549 cells, Rep 1 , CTCF IP - HPF cells, Rep 1 "
33,33,33,SPP,CTCF,ACSS2,megakaryocytelineage,"CTCF IP - MEG-01 cells, Rep 2 , CTCF IP - MEG-01 cells, Rep 10 , CTCF IP - MEG-01 cells, Rep 4 , CTCF IP - CHRF-288-11 cells, Rep 1 , CTCF IP - MEG-01 cells, Rep 8 , CTCF IP - MEG-01 cells, Rep 6 "
34,34,34,SPP,SREBF2,ACSS2,pancreas,SREBF2 IP
35,35,35,SPP,TBP,ACSS2,stemcells,TBP IP - H1 cells
36,36,36,SPP,CEBPB,ACSS2,uterus,"CEBPB IP - ECC1 cells, CEBPB ChIP-Seq - HeLaS3"
37,37,37,SPP,YY1,ACSS2,leukocytes,"YY1 IP - GM12878 cells, YY1 IP - GM12892 cells, Rep 1, YY1 IP - K562 cells, Rep 1, YY1 IP - K562 cells, Rep 2, YY1 IP - GM12891 cells"
38,38,38,SPP,IRF1,ACSS2,colon,IRF1 IP 
39,39,39,SPP,STAT3,ACSS2,leukocytes,"STAT3 IP - U-2932, STAT3 IP - SU-DHL-6"
40,40,40,SPP,TEAD4,ACSS2,colon,TEAD4 IP - HCT116 cells
41,41,41,SPP,ZKSCAN1,ACSS2,uterus,ZKSCAN1 IP - HeLa cells
42,42,42,SPP,RELA,ACSS2,colon,RELA IP 
43,43,43,SPP,FOXM1,ACSS2,leukocytes,FOXM1 IP - GM12878 cells
44,44,44,SPP,FOXA1,ACSS2,mammarygland,"DHT | FOXA1 ChIP-Seq, FOXA1 IP - T47D cells, FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - Rep 2, DEX | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq"
45,45,45,SPP,DHT,ACSS2,mammarygland,"DHT | FOXA1 ChIP-Seq, DHT | MYC ChIP-Seq"
46,46,46,SPP,HEY1,ACSS2,leukocytes,HEY1 IP - K562 cells
47,47,47,SPP,CTCF,ACSS2,kidney,"CTCF IP - HEK293 cells, Rep 1 , CTCF IP - RPTEC cells, Rep 1 , CTCF IP - RPTEC cells, Rep 2 , CTCF IP - HRE cells, Rep 1 , CTCF IP - HEK293 cells, Rep 2 , CTCF IP - HRE cells, Rep 2 "
48,48,48,SPP,RELA,ACSS2,adiposetissue,"RELA IP, RELA IP, RELA IP, RELA IP"
49,49,49,SPP,MYBL2,ACSS2,liver,MYBL2 IP - HepG2 cells
50,50,50,SPP,CEBPB,ACSS2,bone,"CEBPB IP, CEBPB IP"
51,51,51,SPP,SPI1,ACSS2,leukocytes,"SPI1 IP, SPI1 IP - K562 cells, SPI1 IP, SPI1 IP - U-937 cells, Rep 4 , SPI1 IP, SPI1 IP, SPI1 IP, SPI1 IP, SPI1 IP - HL cells, SPI1 IP - U-937 cells, Rep 1 , SPI1 IP"
52,52,52,SPP,R1881,ACSS2,prostate,"CON KD + R1881 | FOXA1 ChIP-Seq - Rep 1, GABPA IP | R1881, R1881 | FOXA1 ChIP-Seq - Rep 2, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 2, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 1, R1881 | FOXA1 ChIP-Seq - Rep 1"
53,53,53,SPP,GLI2,ACSS2,colon,GLI2 IP 
