Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Database,TF,TargetGene,Tissue,Experiment
102,102,102,SPP,CEBPA,ACSL1,leukocytes,"CEBPA IP - U-937 cells, Rep 2 , CEBPA IP - U-937 cells, Rep 1 , CEBPA IP, CEBPA IP | RUNX1 KD"
103,103,103,SPP,GATA3,ACSL1,mammarygland,"GATA3 IP - MCF7 cells, GATA3 IP - T47D cells"
104,104,104,SPP,GATA2,ACSL1,cns,GATA2 ChIP-Seq SH-SY5Y
105,105,105,SPP,CTCF,ACSL1,skin,"CTCF IP - NHDF cells, Rep 2 "
106,106,106,SPP,E2F6,ACSL1,stemcells,E2F6 IP - H1 cells
107,107,107,SPP,STAT1,ACSL1,leukocytes,"STAT1 IP - Rep 5, STAT1 IP - Rep 1, STAT1 IP - Rep 4, STAT1 IP - Rep 2, STAT1 IP - Rep 3"
108,108,108,SPP,IFNG,ACSL1,leukocytes,"STAT1 IP - Rep 5, JUN IP | IFNG - K562 cells, 6 h, IRF1 IP - Rep 1, STAT1 IP - Rep 1, STAT1 IP - Rep 4, IRF1 IP - Rep 3, STAT1 IP - Rep 2, STAT1 IP - Rep 3, JUN IP | IFNG - K562 cells, 30 min, MYC IP | IFNG - K562 cells, 30 min"
109,109,109,SPP,MAZ,ACSL1,uterus,MAZ IP - HeLa cells
110,110,110,SPP,REST,ACSL1,leukocytes,"REST IP - HL60 cells, REST IP - K562 cells, REST IP - Jurkat cells, Rep 11 , REST IP - GM12878 cells, Rep 9 "
111,111,111,SPP,CEBPB,ACSL1,uterus,CEBPB ChIP-Seq - HeLaS3
112,112,112,SPP,CREB1,ACSL1,leukocytes,CREB1 IP - GM12878 cells
113,113,113,SPP,NANOG,ACSL1,stemcells,"NANOG IP - Rep 8 , NANOG IP - Rep 4 , NANOG IP - H1 cells, NANOG IP - Rep 6 , NANOG IP - Rep 5 , NANOG IP - Rep 2 , NANOG IP - Rep 2, NANOG IP - Rep 9 , NANOG IP - Rep 1"
114,114,114,SPP,PAX5,ACSL1,leukocytes,"PAX5 IP - GM12891 cells, PAX5 IP - GM12878 cells, Rep 2, PAX5 IP - GM12892 cells, PAX5 IP - GM12878 cells, Rep 1"
115,115,115,SPP,SRF,ACSL1,leukocytes,"SRF IP - SK-N-SH cells, SRF IP - GM12878 cells, Rep 2"
116,116,116,SPP,USF1,ACSL1,stemcells,USF1 IP - H1 cells
117,117,117,SPP,SIX2,ACSL1,kidney,"SIX2 IP - 17 weeks, Rep 1"
118,118,118,SPP,GLI2,ACSL1,colon,GLI2 IP 
119,119,119,SPP,EBF1,ACSL1,leukocytes,"EBF1 IP - GM12878 cells, EBF1 IP - GM12878 cells"
120,120,120,SPP,CTCF,ACSL1,mammarygland,"CTCF IP - HMEC cells, Rep 1 "
121,121,121,SPP,SP1,ACSL1,colon,SP1 IP - HCT116 cells
122,122,122,SPP,TEAD4,ACSL1,liver,TEAD4 IP - HepG2 cells
123,123,123,SPP,TCF7L2,ACSL1,uterus,TCF7L2 IP - HeLa cells
124,124,124,SPP,HOXA4,ACSL1,colon,HOXA4 IP 
125,125,125,SPP,RELA,ACSL1,lung,"RELA IP | DEX + TNF - Rep 2, RELA IP | DEX + TNF - Rep 1"
126,126,126,SPP,DEX; TNF,ACSL1,lung,"RELA IP | DEX + TNF - Rep 2, RELA IP | DEX + TNF - Rep 1"
127,127,127,SPP,SMAD1,ACSL1,hspcs,"SMAD1 IP - Rep 2, SMAD1 IP - Rep 3"
128,128,128,SPP,KLF11,ACSL1,adiposetissue,"ROSI (BrAT) | KLF11 ChIP-Seq, Rep 1, KLF11 ChIP-Seq, Rep 1, ROSI (BrAT) | KLF11 ChIP-Seq, Rep 2, KLF11 ChIP-Seq, Rep 2"
129,129,129,SPP,ROSI,ACSL1,adiposetissue,"ROSI (BrAT) | KLF11 ChIP-Seq, Rep 1, ROSI (BrAT) | KLF11 ChIP-Seq, Rep 2"
130,130,130,SPP,FOSL2,ACSL1,lung,FOSL2 IP - A549 cells
131,131,131,SPP,EGR1,ACSL1,liver,EGR1 IP - MCF7 cells
132,132,132,SPP,SREBF1,ACSL1,liver,SREBF1 IP | INS + 22RHC - HepG2 cells
133,133,133,SPP,22RHC; INS,ACSL1,liver,SREBF1 IP | INS + 22RHC - HepG2 cells
134,134,134,SPP,JUND,ACSL1,colon,JUND IP - HCT116 cells
135,135,135,SPP,IRF1,ACSL1,leukocytes,"IRF1 IP - Rep 1, IRF1 IP - Rep 3"
136,136,136,SPP,POU5F1,ACSL1,stemcells,"POU5F1 IP - Rep 1 , POU5F1 IP"
137,137,137,SPP,FOXP1,ACSL1,prostate,DHT | FOXP1 ChIP-Seq
138,138,138,SPP,DHT,ACSL1,prostate,"DHT | FOXP1 ChIP-Seq, DHT | RUNX1 ChIP-Seq, DHT | FOXA1 ChIP-Seq, DHT | FOXA1 ChIP-Seq"
139,139,139,SPP,CEBPB,ACSL1,liver,"CEBPB ChIP-Seq - HepG2, CEBPB IP | FORSK - HepG2 cells, CEBPB IP - HepG2 cells"
140,140,140,SPP,FOSL2,ACSL1,liver,FOSL2 IP - HepG2 cells
141,141,141,SPP,BCL3,ACSL1,leukocytes,BCL3 IP - GM12878 cells
142,142,142,SPP,GATA6,ACSL1,stomach,"GATA6 IP - AGS, GATA6 IP - YCC3"
143,143,143,SPP,GATA1,ACSL1,hspcs,GATA1 IP - Rep 1
144,144,144,SPP,FOXH1,ACSL1,embryonictissue,FOXH1 IP - endoderm
145,145,145,SPP,STAT5A,ACSL1,leukocytes,"STAT5A IP - K562 cells, STAT5A IP - GM12878 cells"
146,146,146,SPP,CTCF,ACSL1,sensory,"CTCF IP - WERI-Rb-1- cells, Rep 1 , CTCF IP - HRPEpiC cells, Rep 1 , CTCF IP - HRPEpiC cells, Rep 2 "
147,147,147,SPP,MAX,ACSL1,stemcells,MAX IP - H1 cells
148,148,148,SPP,TAL1,ACSL1,leukocytes,"TAL1 IP - MOLT3, TAL1 IP - K562 cells"
149,149,149,SPP,RELA,ACSL1,colon,RELA IP 
150,150,150,SPP,MTA3,ACSL1,leukocytes,MTA3 IP - GM12878 cells
151,151,151,SPP,OTX2,ACSL1,stemcells,"OTX2 IP - Rep 10 , OTX2 IP - Rep 2 "
152,152,152,SPP,ZNF263,ACSL1,kidney,ZNF263 IP - HEK293 cells
153,153,153,SPP,ATF2,ACSL1,colon,ATF2 IP 
154,154,154,SPP,JUN,ACSL1,vasculature,"JUN IP, JUN IP - HUVEC cells"
155,155,155,SPP,RUNX1,ACSL1,prostate,DHT | RUNX1 ChIP-Seq
156,156,156,SPP,ZEB1,ACSL1,liver,ZEB1 IP - HepG2 cells
157,157,157,SPP,E2F1,ACSL1,prostate,HES6 OE | E2F1 ChIP-Seq - Rep 1
158,158,158,SPP,HES6,ACSL1,prostate,HES6 OE | E2F1 ChIP-Seq - Rep 1
159,159,159,SPP,JUN,ACSL1,liver,JUN IP - HepG2 cells
160,160,160,SPP,TBP,ACSL1,leukocytes,"TBP IP - GM12878 cells, TBP IP - K562 cells"
161,161,161,SPP,TAL1,ACSL1,colon,TAL1 IP 
162,162,162,SPP,CEBPB,ACSL1,mammarygland,CEBPB IP - MCF7 cells
163,163,163,SPP,FOSL1,ACSL1,colon,FOSL1 IP - HCT116 cells
164,164,164,SPP,MEF2A,ACSL1,leukocytes,"MEF2A IP - GM12878 cells, MEF2A IP - K562 cells"
165,165,165,SPP,MXI1,ACSL1,liver,MXI1 IP - HepG2 cells
166,166,166,SPP,JUND,ACSL1,vasculature,JUND IP
167,167,167,SPP,EGR1,ACSL1,leukocytes,EGR1 IP - K562 cells
168,168,168,SPP,USF1,ACSL1,liver,USF1 IP - HepG2 cells
169,169,169,SPP,ARID3A,ACSL1,liver,ARID3A IP - HepG2 cells
170,170,170,SPP,ZEB1,ACSL1,leukocytes,ZEB1 IP - GM12878 cells
171,171,171,SPP,REST,ACSL1,mammarygland,REST IP - MCF7 cells
172,172,172,SPP,MAFK,ACSL1,liver,"MAFK IP - HepG2 cells, Rep 2, MAFK IP - HepG2 cells, Rep 1"
173,173,173,SPP,GTF2B,ACSL1,uterus,GTF2B IP - Rep 2
174,174,174,SPP,FOS,ACSL1,vasculature,FOS IP - HUVEC cells
175,175,175,SPP,SP1,ACSL1,liver,SP1 IP - HepG2 cells
176,176,176,SPP,CTCF,ACSL1,vasculature,"CTCF IP - HUVEC cells, Rep 1 , CTCF IP - HPAF cells, Rep 1 "
177,177,177,SPP,CTCF,ACSL1,adiposetissue,"CTCF ChIP-Seq - d 9, CTCF ChIP-Seq - d -2, CTCF ChIP-Seq - d 0"
178,178,178,SPP,PBX3,ACSL1,cns,PBX3 IP - SK-N-SH cells
179,179,179,SPP,MAX,ACSL1,colon,MAX IP - HCT116 cells
180,180,180,SPP,TBP,ACSL1,liver,TBP IP - HepG2 cells
181,181,181,SPP,FORSK,ACSL1,liver,CEBPB IP | FORSK - HepG2 cells
182,182,182,SPP,KLF5,ACSL1,stomach,KLF5 IP - KATOIII
183,183,183,SPP,NFATC1,ACSL1,leukocytes,NFATC1 IP - GM12878 cells
184,184,184,SPP,FOSL1,ACSL1,mammarygland,FOSL1 IP
185,185,185,SPP,HEY1,ACSL1,leukocytes,HEY1 IP - K562 cells
186,186,186,SPP,TEAD1,ACSL1,cns,TEAD1 IP - Rep 1
187,187,187,SPP,GATA3,ACSL1,leukocytes,GATA3 IP
188,188,188,SPP,USF1,ACSL1,uterus,USF1 IP - ECC1 cells
189,189,189,SPP,SRF,ACSL1,colon,SRF IP - HCT116 cells
190,190,190,SPP,MXI1,ACSL1,cns,MXI1 IP - SK-N-SH cells 
191,191,191,SPP,IFNA1,ACSL1,leukocytes,JUN IP | IFNA1-13 - 30 min 
192,192,192,SPP,RUNX1,ACSL1,hspcs,RUNX1
193,193,193,SPP,DHT,ACSL1,mammarygland,"DHT | FOXA1 ChIP-Seq, DHT | MYC ChIP-Seq"
194,194,194,SPP,BCL11A,ACSL1,leukocytes,BCL11A IP - GM12878 cells
