classification,metabolites,Chebi,kegg,PubChem,Lipidmaps,Notation
lipid_species,3-oxotetradecanoyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:28726,,,,C14:0(3-oxo)-CoA
lipid_species,Eicosapentaenoyl-CoA (EPA-CoA),https://www.ebi.ac.uk/chebi/CHEBI:63539,,https://pubchem.ncbi.nlm.nih.gov/compound/56927904,,EPA-CoA
lipid_species,Eicosatetraenoyl-CoA(ETA-CoA),https://www.ebi.ac.uk/chebi/CHEBI:76538,,,,ETA-CoA
lipid_derivative,eoxin-A4(EXA4),https://www.ebi.ac.uk/chebi/CHEBI:63983,,,,EXA4
lipid_derivative,eoxin-C4(EXC4),https://www.ebi.ac.uk/chebi/CHEBI:63984,,,,EXC4
lipid_derivative,eoxin-D4(EXD4),https://www.ebi.ac.uk/chebi/CHEBI:63985,,,,EXD4
lipid_derivative,eoxin-E4(EXE4),https://www.ebi.ac.uk/chebi/CHEBI:63986,,,,EXE4
lipid_derivative,Estradiol,https://www.ebi.ac.uk/chebi/CHEBI:16469,,,,Estradiol
lipid_derivative,Estrone,https://www.ebi.ac.uk/chebi/CHEBI:17263,,,,Estrone
lipid_species,Farnesyl-pyrophosphate(FPP),https://www.ebi.ac.uk/chebi/CHEBI:17407,,,,FPP
lipid_subclass,Fatty-Acids,https://www.ebi.ac.uk/chebi/CHEBI:35366,,,,FA
lipid_subclass,Fatty-Acyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:37554,,,,FA-CoA
lipid_species,Formyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:15522,,,,Formyl-CoA
lipid_class,Free-choelsterol(FC),,,,,FC
lipid_subclass,Free-Fatty-acid(FFA),https://www.ebi.ac.uk/chebi/CHEBI:132494,,,,FFA
lipid_derivative,FucGA1,https://www.ebi.ac.uk/chebi/CHEBI:90262,,,,FucGA1
lipid_derivative,FucGM1,https://www.ebi.ac.uk/chebi/CHEBI:61575,,,,FucGM1
lipid_class,Galactocerebroside-(GalCer),https://www.ebi.ac.uk/chebi/CHEBI:36498,,,,GalCer
nonlipid,Galactose,https://www.ebi.ac.uk/chebi/CHEBI:28061,,,,Gal
lipid_species,Gamma-Linolenoyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:15508,,,,GLA
lipid_class,Ganglioside(GA1),https://www.ebi.ac.uk/chebi/CHEBI:27938,,https://pubchem.ncbi.nlm.nih.gov/compound/22833634,,GA1
lipid_class,Ganglioside(GA2),,,https://pubchem.ncbi.nlm.nih.gov/compound/133126497,,GA2
lipid_class,Ganglioside(GD1A),https://www.ebi.ac.uk/chebi/CHEBI:18163,,https://pubchem.ncbi.nlm.nih.gov/compound/44145122,,GD1A
lipid_class,Ganglioside(GD1B),https://www.ebi.ac.uk/chebi/CHEBI:28175,,https://pubchem.ncbi.nlm.nih.gov/compound/6450237,,GD1B
lipid_class,Ganglioside(GD1C),https://www.ebi.ac.uk/chebi/CHEBI:87990,,https://pubchem.ncbi.nlm.nih.gov/substance/405236931,,GD1C
lipid_class,Ganglioside(GD2),https://www.ebi.ac.uk/chebi/CHEBI:28648,,,,GD2
lipid_class,Ganglioside(GM1),https://www.ebi.ac.uk/chebi/CHEBI:61048,,,,GM1
lipid_class,Ganglioside(GM1B),https://www.ebi.ac.uk/chebi/CHEBI:141970,,,,GM1B
lipid_class,Ganglioside(GM2),https://www.ebi.ac.uk/chebi/CHEBI:141416,,,,GM2
lipid_class,Ganglioside(GM3),https://www.ebi.ac.uk/chebi/CHEBI:84118,,,,GM3
lipid_class,Ganglioside(GM4),https://www.ebi.ac.uk/chebi/CHEBI:191904,,,,GM4
lipid_class,Ganglioside(GQ1B),https://www.ebi.ac.uk/chebi/CHEBI:27515,,,,GQ1B
lipid_class,Ganglioside(GT1A),https://www.ebi.ac.uk/chebi/CHEBI:27691,,,,GT1A
lipid_class,Ganglioside(GT1B),https://www.ebi.ac.uk/chebi/CHEBI:60913,,,,GT1B
lipid_class,Ganglioside-GD1alpha(GD1a),https://www.ebi.ac.uk/chebi/CHEBI:82607,,,,GD1a
nonlipid,GDP-fucose,https://www.ebi.ac.uk/chebi/CHEBI:64608,,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=451,,GDP-Fuc
lipid_derivative,Geranylgeranyl-pyrophosphate(GGPP),https://www.ebi.ac.uk/chebi/CHEBI:48861,,,,GGPP
lipid_class,Globotetraosylceramide,https://www.ebi.ac.uk/chebi/CHEBI:140712,,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=20057343,,Gb4Cer
lipid_class,Globotriaosylceramide,https://www.ebi.ac.uk/chebi/CHEBI:18313,,,,Gb3Cer
lipid_class,Glucosylceramide(GlcCer),https://www.ebi.ac.uk/chebi/CHEBI:36500,,,,GlcCer
nonlipid,Glycerol,https://www.ebi.ac.uk/chebi/CHEBI:17754,,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=753,,Gly
nonlipid,Glycerol-3-phosphate(G3P),https://www.ebi.ac.uk/chebi/CHEBI:15978,,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=439162,,G3P
nonlipid,Glycerophosphocholine(GPC),https://www.ebi.ac.uk/chebi/CHEBI:36313,,,,GPC
nonlipid,Glycerophosphoethanolamine(GPETA),https://www.ebi.ac.uk/chebi/CHEBI:36314,,,,GPETA
nonlipid,GroPIns(1-(sn-glycero-3-O-phosphonato)-1D-myo-inositol),https://www.ebi.ac.uk/chebi/CHEBI:18321,,,,GroPlns
lipoprotein,HDL(PL+TG),https://www.ebi.ac.uk/chebi/CHEBI:39025,,,,HDL(PL+TG)
lipid_derivative,hepoxilin-A3,https://www.ebi.ac.uk/chebi/CHEBI:36190,,,,HxA3
lipid_species,Hexanoyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:27540,,,,C6:0-CoA
lipid_species,Hexanoyl-ACP,https://www.ebi.ac.uk/chebi/CHEBI:5704,,,,C6:0-ACP
lipid_species,HMG-CoA,https://www.ebi.ac.uk/chebi/CHEBI:15467,,,,HMG-CoA
lipid_species,Icosenoyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:74126,http://www.genome.jp/dbget-bin/www_bget?C16530,,,Icosenoyl-CoA
lipoprotein,IDL(TG),https://www.ebi.ac.uk/chebi/CHEBI:132933,,,,IDL(TG)
nonlipid,Isocaproaldehyde,https://www.ebi.ac.uk/chebi/CHEBI:17998,http://www.genome.jp/dbget-bin/www_bget?C02373,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=129,,Isocapro-CHO
lipid_derivative,Isopentenyl-pyrophosphate(IPPP),https://www.ebi.ac.uk/chebi/CHEBI:16584,,,,IPPP
lipid_class,Lactosylceramide(LacCer),https://www.ebi.ac.uk/chebi/CHEBI:89446,,,,LacCer
lipid_subclass,Lactotriaosylceramide(Lc3Cer),,,https://pubchem.ncbi.nlm.nih.gov/substance/7402,,Lc3Cer
lipid_derivative,Lanosterol,https://www.ebi.ac.uk/chebi/CHEBI:16521,,,,Lanosterol
lipid_species, lauroyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:15521,,,,Lauroyl CoA
lipoprotein,LDL(CE+PL+FC),https://www.ebi.ac.uk/chebi/CHEBI:39026,,,,LDL(CE+PL+FC)
lipid_derivative,leukotriene-A4(LTA4),https://www.ebi.ac.uk/chebi/CHEBI:15651,,,,LTA4
lipid_derivative,leukotriene-C4(LTC4),https://www.ebi.ac.uk/chebi/CHEBI:16978,,,,LTC4
lipid_derivative,leukotriene-D4(LTD4),https://www.ebi.ac.uk/chebi/CHEBI:28666,,,,LTD4
lipid_derivative,leukotriene-E4(LTE4),https://www.ebi.ac.uk/chebi/CHEBI:15650,,,,LTE4
lipid_subclass,Linoleic-Acid,https://www.ebi.ac.uk/chebi/CHEBI:17351,,http://www.lipidmaps.org/data/LMSDRecord.php?&LMID=LMFA01030120,,LA
lipid_species,Linoleoyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:15530,,,,Linoleoyl-CoA
lipid_subclass,Lysophosphatidic-acid(LPA),https://www.ebi.ac.uk/chebi/CHEBI:32957,,,,LPA
lipid_subclass,Lysophosphatidylcholine(LPC),,,https://pubchem.ncbi.nlm.nih.gov/compound/5311264,,LPC
lipid_subclass,Lysophosphatidylglycerol(LPG),,,https://pubchem.ncbi.nlm.nih.gov/compound/5289143,,LPG
lipid_subclass,Lysophosphatidylinositol(LPI),,,https://pubchem.ncbi.nlm.nih.gov/compound/73755067,,LPI
lipid_subclass,Lysophosphatidylserine (LPS),,,https://pubchem.ncbi.nlm.nih.gov/compound/42607474,,LPS
lipid_class,Lysophospholipids,,,https://pubchem.ncbi.nlm.nih.gov/substance/172819124,,Lysophospholipids
lipid_species,Malonyl-ACP,https://pubchem.ncbi.nlm.nih.gov/substance/4431,,,,Malonyl-ACP
lipid_species,Malonyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:57384,,,,malonyl-CoA
lipoprotein,Mature-HDL(CE+PL),https://www.ebi.ac.uk/chebi/CHEBI:47775,,,,Mature-HDL(CE+PL)
lipid_derivative,Mevalonate(MVA),https://www.ebi.ac.uk/chebi/CHEBI:25350,,,,MVA
lipid_derivative,Mevalonate-5-phosphate(MVA5P),,,https://pubchem.ncbi.nlm.nih.gov/compound/439400,,MVA5P
lipid_derivative,Mevalonate-5-pyrophosphate(MVA5PP),,,https://pubchem.ncbi.nlm.nih.gov/compound/139033581,,MVA5PP
lipid_class,Monoacylglycerol,https://www.ebi.ac.uk/chebi/CHEBI:17408,,,,MAG
lipid_subclass,Monolysocardiolipin (MLCL),https://www.ebi.ac.uk/chebi/CHEBI:84302,,https://pubchem.ncbi.nlm.nih.gov/compound/86290183,,MLCL
lipid_species,Montanoyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:74150,,https://pubchem.ncbi.nlm.nih.gov/compound/71581022,,Montanoyl-CoA
lipid_species,myristoyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:15532,,https://pubchem.ncbi.nlm.nih.gov/compound/11966124,,Myristoyl CoA
nonlipid,N-acetylgalactosamine(GalNAc),https://www.ebi.ac.uk/chebi/CHEBI:28800,,https://pubchem.ncbi.nlm.nih.gov/compound/84265,,GalNAc
lipid_class,Nascent-Chylomicrons,NA,NA,NA,,Nascent-Chylomicrons
lipoprotein,Nascent-HDL(FC),https://www.ebi.ac.uk/chebi/CHEBI:47775,,,,Nascent-HDL(FC)
lipoprotein,Nascent-VLDL,https://www.ebi.ac.uk/chebi/CHEBI:39027,,,,Nascent-VLDL
lipid_species,Octanoic Acid,https://www.ebi.ac.uk/chebi/CHEBI:28837,,,,C8:0
lipid_species,Octanoyl-ACP,https://www.ebi.ac.uk/chebi/CHEBI:7725,,,,C8:0-ACP
lipid_species,Octanoyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:15533,,,,C8:0-CoA
lipid_species,Oleic-acid,https://www.ebi.ac.uk/chebi/CHEBI:16196,,https://pubchem.ncbi.nlm.nih.gov/compound/445639,,Oleic-acid
lipid_species,Oleoyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:57387,,,,Oleoyl-CoA
lipid_species,palmitate,https://www.ebi.ac.uk/chebi/CHEBI:15756,,,,hexadecanoic-Acid
lipid_species,Palmitoyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:57379,,,,Palmitoyl CoA
lipid_species,Palmitoyl-ACP,,,https://pubchem.ncbi.nlm.nih.gov/substance/405228276,,Palmitoyl-ACP
lipid_species,Palmitoylcarnitine(L-PCARN),https://www.ebi.ac.uk/chebi/CHEBI:73067,,https://pubchem.ncbi.nlm.nih.gov/compound/461,,L-PCARN
lipid_derivative,PGA2,https://www.ebi.ac.uk/chebi/CHEBI:27820,,,,PGA2
lipid_derivative,PGB2,https://www.ebi.ac.uk/chebi/CHEBI:28099,,https://pubchem.ncbi.nlm.nih.gov/compound/5280880,,PGB2
lipid_derivative,PGC2,https://www.ebi.ac.uk/chebi/CHEBI:27555,,https://pubchem.ncbi.nlm.nih.gov/compound/5280882,,PGC2
lipid_derivative,PGD2,https://www.ebi.ac.uk/chebi/CHEBI:15555,,https://pubchem.ncbi.nlm.nih.gov/compound/448457,,PGD2
lipid_derivative,PGE2,https://www.ebi.ac.uk/chebi/CHEBI:15551,,https://pubchem.ncbi.nlm.nih.gov/compound/5280360,,PGE2
lipid_derivative,PGF2alpha,https://www.ebi.ac.uk/chebi/CHEBI:15553,,https://pubchem.ncbi.nlm.nih.gov/compound/5280363,,PGF2alpha
lipid_derivative,PGG2,https://www.ebi.ac.uk/chebi/CHEBI:27647,,https://pubchem.ncbi.nlm.nih.gov/compound/5280883,,PGG2
lipid_derivative,PGH2,https://www.ebi.ac.uk/chebi/CHEBI:15554,,https://pubchem.ncbi.nlm.nih.gov/compound/445049,,PGH2
lipid_derivative,PGI2,https://www.ebi.ac.uk/chebi/CHEBI:15552,,https://pubchem.ncbi.nlm.nih.gov/compound/5282411,,PGI2
lipid_derivative,PGJ2,https://www.ebi.ac.uk/chebi/CHEBI:27485,,https://pubchem.ncbi.nlm.nih.gov/compound/5280884,,PGJ2
lipid_subclass,Phosphatidic-acid(PA),https://www.ebi.ac.uk/chebi/CHEBI:16337,,,,PA
lipid_subclass,Phosphatidylcholine,https://www.ebi.ac.uk/chebi/CHEBI:64482,,,,PC
lipid_class,Phosphatidylethanolamine,https://www.ebi.ac.uk/chebi/CHEBI:47767,,,,PE
lipid_class,Phosphatidylglycerol,,,https://pubchem.ncbi.nlm.nih.gov/compound/45109789,,PG
lipid_subclass,Phosphatidylglycerophosphate(PGP),,,https://pubchem.ncbi.nlm.nih.gov/compound/176454263,,PGP
lipid_subclass,"Phosphatidylinositol 3,4,5-trisphosphate(PI(3,4,5)P3)",,,https://pubchem.ncbi.nlm.nih.gov/compound/9547157,,"PI(3,4,5)P3"
lipid_subclass,"Phosphatidylinositol 3,4-bisphosphate(PI(3,4)P2)",,,https://pubchem.ncbi.nlm.nih.gov/compound/643960,,"PI(3,4)P2"
lipid_subclass,"Phosphatidylinositol 4,5-bisphosphate(PI(4,5)P2)",,,https://pubchem.ncbi.nlm.nih.gov/compound/5311358,,"PI(4,5)P2"
lipid_subclass,Phosphatidylinositol(PI),,,https://pubchem.ncbi.nlm.nih.gov/compound/Phosphatidylinositols,,PI
lipid_subclass,"Phosphatidylinositol-3,5-bisphosphate-PI(3,5)P2",https://www.ebi.ac.uk/chebi/CHEBI:85342,,,,"PI(3,5)P2"
lipid_subclass,Phosphatidylinositol-3-phosphate(PI3P),https://www.ebi.ac.uk/chebi/CHEBI:26034,,,,PI3P
lipid_subclass,Phosphatidylinositol-4-phosphate(PI4P),https://www.ebi.ac.uk/chebi/CHEBI:37530,,,,PI4P
lipid_subclass,Phosphatidylinositol-5-phosphate(PI5P),https://www.ebi.ac.uk/chebi/CHEBI:37329,,,,PI5P
lipid_subclass,Phosphatidylserine(PS),,,https://pubchem.ncbi.nlm.nih.gov/compound/9547096,,PS
nonlipid,Phosphoadenylylsulfate(PAPS),https://www.ebi.ac.uk/chebi/CHEBI:848,,https://pubchem.ncbi.nlm.nih.gov/compound/440048,,PAPS
nonlipid,Phosphocholine,https://www.ebi.ac.uk/chebi/CHEBI:18132,,,,Pcho
lipid_class,Phospholipids,https://www.ebi.ac.uk/chebi/CHEBI:16247,,,,PL
lipid_species,Phytanate,https://www.ebi.ac.uk/chebi/CHEBI:37257,,https://pubchem.ncbi.nlm.nih.gov/compound/11966211,,phytanic acid
lipid_species,Phytanoyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:15538,,https://pubchem.ncbi.nlm.nih.gov/compound/439640,,Phytanoyl-CoA
lipid_species,Phytoceramide(PCE),https://www.ebi.ac.uk/chebi/CHEBI:139051,,,,PCE
lipid_derivative,Phytosphingosine,https://www.ebi.ac.uk/chebi/CHEBI:46961,,,,Phytosphingosine
lipid_derivative,Pregnanolone,https://www.ebi.ac.uk/chebi/CHEBI:1712,,,,Pregnanolone
lipid_derivative,Pregnenolone,https://www.ebi.ac.uk/chebi/CHEBI:16581,,,,Pregnenolone
lipid_derivative,Presqualene-diphosphate(PSQPP),https://www.ebi.ac.uk/chebi/CHEBI:15442,,,,PSQPP
lipid_derivative,Presqualene-monophosphate(PSMP),https://www.ebi.ac.uk/chebi/CHEBI:134117,,,,PSMP
lipid_derivative,Pristanal,https://www.ebi.ac.uk/chebi/CHEBI:49189,,,,Pristanal
lipid_species,Pristanate,https://www.ebi.ac.uk/chebi/CHEBI:77268,,,,Pristanate
lipid_derivative,Progesterone,https://www.ebi.ac.uk/chebi/CHEBI:17026,,,,Progesterone
lipid_derivative,Propionylcarnitine,https://www.ebi.ac.uk/chebi/CHEBI:28867,,,,Propionylcarnitine
lipid_species,Propionyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:15539,,,,Propionyl-CoA
lipid_species,Sapienoyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:74610,,,,Sapienoyl-CoA
lipid_species,Sphinganine,https://www.ebi.ac.uk/chebi/CHEBI:16566,,,,Sphinganine
lipid_subclass,Sphingomyelin,https://www.ebi.ac.uk/chebi/CHEBI:83358,,,,SM
lipid_species,Sphingosine,https://www.ebi.ac.uk/chebi/CHEBI:16393,,,,Sphingosine
lipid_derivative,Sphingosine-1-phosphate(S1P),https://www.ebi.ac.uk/chebi/CHEBI:37550,,,,S1P
lipid_derivative,Squalene(SQNE),https://www.ebi.ac.uk/chebi/CHEBI:15440,,,,SQNE
lipid_derivative,"Squalene-2,3-Epoxide",https://www.ebi.ac.uk/chebi/CHEBI:78662,,,,"Squalene-2,3-Epoxide"
lipid_species,Stearic-acid,https://www.ebi.ac.uk/chebi/CHEBI:25629,,,,Stearic-acid
lipid_species,Stearidonoyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:63545,,,,Stearidonoyl-CoA
lipid_species,Stearoyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:57394,,,,Stearoyl-CoA
nonlipid,Succinate,https://www.ebi.ac.uk/chebi/CHEBI:15741,,,,Succinate
lipid_species,Succinyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:15380,,,,Succinyl-CoA
lipid_subclass,Sulfated-Glycosphingolipid(SM2),https://www.ebi.ac.uk/chebi/CHEBI:90163,,,,SM2
lipid_subclass,Sulfated-Glycosphingolipid(SM3),NA,NA,NA,NA,SM3
lipid_subclass,Sulfogalactoceramide,,,https://pubchem.ncbi.nlm.nih.gov/compound/5459389,,SGalCer
lipid_derivative,Testosterone,https://www.ebi.ac.uk/chebi/CHEBI:17347,,,,Testosterone
lipid_species,Tetracosahexaenoyl-CoA(THA-CoA),https://www.ebi.ac.uk/chebi/CHEBI:63540,,,,THA-CoA
lipid_species,Tetracosanoyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:52974,,https://pubchem.ncbi.nlm.nih.gov/compound/53477849,,C24:0-CoA
lipid_species,tetracosapentaenoyl-CoA(TPA-CoA),https://www.ebi.ac.uk/chebi/CHEBI:63543,,,,TPA-CoA
lipid_species,Tetracosatetraenoyl-CoA(TTA-CoA),https://www.ebi.ac.uk/chebi/CHEBI:63548,,https://pubchem.ncbi.nlm.nih.gov/compound/56928014,,TTA-CoA
lipid_species,tetradecanoic-acid,https://www.ebi.ac.uk/chebi/CHEBI:28875,,https://pubchem.ncbi.nlm.nih.gov/compound/11005,,myristic acid
lipid_species,Tetradecanoyl-ACP,https://www.ebi.ac.uk/chebi/CHEBI:50651,,,,C14:0-ACP
lipid_species,tetradecanoyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:15532,,,,C14:0-CoA
lipid_derivative,Tetrahydroxy-5b-cholestanoate,,,https://pubchem.ncbi.nlm.nih.gov/compound/22833587,,THCAoate
lipid_species,"trans,cis-Lauro-2,6-dienoyl-CoA",https://www.ebi.ac.uk/chebi/CHEBI:28387,,,,"C12:2-CoA (2E,6Z)"
lipid_species,"Trans-2,3-dehydropristanoyl-CoA",https://www.ebi.ac.uk/chebi/CHEBI:63803,,,,DHP-CoA
lipid_species,trans-dec-2-enoyl-ACP,https://www.ebi.ac.uk/chebi/CHEBI:10724,,,,C10:1-ACP(2E)
lipid_species,trans-dec-2-enoyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:10723,,,,C10:1-CoA(2E)
lipid_species,trans-dodec-2-enoyl-ACP,https://www.ebi.ac.uk/chebi/CHEBI:10725,,,,C12:1-ACP(2E)
lipid_species,trans-dodec-2-enoyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:15471,,,,C12:1-CoA (2E)
lipid_species,trans-hex-2-enoyl-ACP,https://www.ebi.ac.uk/chebi/CHEBI:10727,,,,C6:1-ACP(2E)
lipid_species,Trans-hex-2-enoyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:28706,,,,C6:1-CoA(2E)
lipid_species,trans-hexadec-2-enoyl-ACP,https://www.ebi.ac.uk/chebi/CHEBI:10729,,,,C16:1-ACP(2E)
lipid_species,"trans-Hexadec-2-enoyl-CoA",https://www.ebi.ac.uk/chebi/CHEBI:28935,,,,C16:1-CoA(2E)
lipid_species,trans-oct-2-enoyl-ACP,,,https://pubchem.ncbi.nlm.nih.gov/substance/8046,,C8:1-ACP(2E)
lipid_species,trans-oct-2-enoyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:27537,,,,C8:1-CoA(2E)
lipid_species,trans-tetradec-2-enoyl-ACP,https://www.ebi.ac.uk/chebi/CHEBI:10735,,,,C14:1-ACP(2E)
lipid_species,trans-tetradec-2-enoyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:27721,,,,C14:1-CoA(2E)
lipid_class,Triacylglycerol,https://www.ebi.ac.uk/chebi/CHEBI:17855,,,,TAG
lipid_derivative,TXA2,https://www.ebi.ac.uk/chebi/CHEBI:15627,,,,TXA2
lipid_derivative,TXB2,https://www.ebi.ac.uk/chebi/CHEBI:28728,,,,TXB2
nonlipid,UDP-alpha-D-galactose,https://www.ebi.ac.uk/chebi/CHEBI:67119,,https://pubchem.ncbi.nlm.nih.gov/compound/4523445,,UDP-Gal
nonlipid,UDP-galactose(UDP-Gal),https://www.ebi.ac.uk/chebi/CHEBI:18307,,,,UDP-Gal
nonlipid,UDP-Glucose(UDP-Glu),https://www.ebi.ac.uk/chebi/CHEBI:233760,,,,UDP-Glc
lipoprotein,VLDL(PL+CE),NA,NA,NA,,VLDL(PL+CE)
lipoprotein,VLDL(PL+TG),https://www.ebi.ac.uk/chebi/CHEBI:39027,,,,VLDL(PL+TG)
lipoprotein,VLDL(TG),https://www.ebi.ac.uk/chebi/CHEBI:47776,,,,VLDL(TG)
lipid_species,Ximenoyl-CoA,https://www.ebi.ac.uk/chebi/CHEBI:74149,,,,ximenoyl
lipid_derivative,Zymosterol,https://www.ebi.ac.uk/chebi/CHEBI:18252,,,,Zymosterol
lipid_derivative,Zymosterone,https://www.ebi.ac.uk/chebi/CHEBI:52386,,,,Zymosterone
lipid_species,Phosphoethanolamine(PE),https://www.ebi.ac.uk/chebi/CHEBI:36711,,,,
nonlipid,Ethanolamine(ETA),https://www.ebi.ac.uk/chebi/CHEBI:16000,,,,
lipid_species,"5a-Pregnane-3,20-dione",https://www.ebi.ac.uk/chebi/CHEBI:233714,,,,
