TF,TargetGene,Tissue,Chea,Signor,Trrust,Experiment,SPP_Pubmed,Pair,PS_frequency,Tissue_frequency,PS_Confidence,Tissue_Confidence
TCF3,AGPAT2,leukocytes,,,,TCF3 IP - GM12878 cells,24076218,TCF3 -> AGPAT2,1,1,low,low
TCF7L2,AGPAT2,mammarygland,,,,TCF7L2 ChIP-Seq,,TCF7L2 -> AGPAT2,1,2,low,low
TCF7L2,AGPAT2,uterus,,,,TCF7L2 IP - HeLa cells,,TCF7L2 -> AGPAT2,1,2,low,low
TEAD4,AGPAT2,leukocytes,,,,TEAD4 IP - K562 cells,,TEAD4 -> AGPAT2,2,2,low,low
TEAD4,AGPAT2,uterus,,,,TEAD4 IP - ECC1 cells,,TEAD4 -> AGPAT2,2,2,low,low
TFAP2C,AGPAT2,mammarygland,20629094,,,,,TFAP2C -> AGPAT2,1,1,low,low
TFAP4,AGPAT2,leukocytes,,,,TFAP4 IP - Rep 2,24055056,TFAP4 -> AGPAT2,1,1,low,low
TNF,AGPAT2,mammarygland,,,,"17BE2 + TNF | FOXA1 ChIP-Seq - Rep 2, TNF | FOXA1 ChIP-Seq - Rep 2",,TNF -> AGPAT2,1,1,low,low
TP53,AGPAT2,bone,,,,"TP53 IP | NUTL3, TP53 IP | TP53EE/RR OE",,TP53 -> AGPAT2,3,3,low,low
TP53,AGPAT2,lung,,,,"TP53 IP - propapoptic, Rep 1",,TP53 -> AGPAT2,3,3,low,low
TP53,AGPAT2,mammarygland,,,,"TP53 IP, TP53 IP | NUTL3 - MCF-7",,TP53 -> AGPAT2,3,3,low,low
TP63,AGPAT2,prostate,23658742,,,,,TP63 -> AGPAT2,2,2,low,low
TP63,AGPAT2,skin,,,,"TP63 IP | BANF1 KD, TP63 IP, TP63 IP",,TP63 -> AGPAT2,2,2,low,low
TP73,AGPAT2,bone,,,,"TP73 IP - beta isoform, Rep 1, TP73 IP - beta isoform, Rep 2",,TP73 -> AGPAT2,1,1,low,low
UBTF,AGPAT2,leukocytes,,,,"UBTF IP - K562 cells, UBTF IP - K562 cells",,UBTF -> AGPAT2,1,1,low,low
USF1,AGPAT2,colon,,,,USF1 IP - HCT116 cells,24076218,USF1 -> AGPAT2,5,5,medium,medium
USF1,AGPAT2,leukocytes,,,,USF1 IP - K562 cells,24076218,USF1 -> AGPAT2,5,5,medium,medium
USF1,AGPAT2,liver,,,,USF1 IP - HepG2 cells,24076218,USF1 -> AGPAT2,5,5,medium,medium
USF1,AGPAT2,stemcells,,,,USF1 IP - H1 cells,24076218,USF1 -> AGPAT2,5,5,medium,medium
USF1,AGPAT2,uterus,,,,USF1 IP - ECC1 cells,24076218,USF1 -> AGPAT2,5,5,medium,medium
USF2,AGPAT2,uterus,,,,USF2 IP - HeLa cells,,USF2 -> AGPAT2,1,1,low,low
WT1,AGPAT2,kidney,25993318,,,,,WT1 -> AGPAT2,1,1,low,low
YY1,AGPAT2,colon,,,,YY1 IP - HCT116 cells,24076218,YY1 -> AGPAT2,5,5,medium,medium
YY1,AGPAT2,leukocytes,,,,"YY1 IP - K562 cells, Rep 1, YY1 IP - GM12878 cells, YY1 IP - K562 cells, Rep 2",,YY1 -> AGPAT2,5,5,medium,medium
YY1,AGPAT2,liver,,,,YY1 IP - HepG2 cells,24076218,YY1 -> AGPAT2,5,5,medium,medium
YY1,AGPAT2,stemcells,,,,YY1 IP - H1 cells,,YY1 -> AGPAT2,5,5,medium,medium
YY1,AGPAT2,uterus,,,,YY1 IP - ECC1 cells,,YY1 -> AGPAT2,5,5,medium,medium
ZBTB17,AGPAT2,bone,,,,"ZBTB17 IP, ZBTB17 IP",,ZBTB17 -> AGPAT2,1,1,low,low
ZBTB7A,AGPAT2,leukocytes,,,,ZBTB7A IP - SK-N-SH cells,24076218,ZBTB7A -> AGPAT2,3,3,low,low
ZBTB7A,AGPAT2,liver,,,,ZBTB7A IP - HepG2 cells,24076218,ZBTB7A -> AGPAT2,3,3,low,low
ZBTB7A,AGPAT2,uterus,,,,ZBTB7A IP - ECC1 cells,24076218,ZBTB7A -> AGPAT2,3,3,low,low
ZEB1,AGPAT2,liver,,,,ZEB1 IP - HepG2 cells,,ZEB1 -> AGPAT2,1,1,low,low
ZNF143,AGPAT2,leukocytes,,,,"ZNF143 IP - GM12878 cells, ZNF143 IP - K562 cells",,ZNF143 -> AGPAT2,3,3,low,low
ZNF143,AGPAT2,stemcells,,,,ZNF143 IP - H1 cells,,ZNF143 -> AGPAT2,3,3,low,low
ZNF143,AGPAT2,uterus,,,,ZNF143 IP - HeLa cells,,ZNF143 -> AGPAT2,3,3,low,low
ZNF217,AGPAT2,mammarygland,,,,ZNF217 IP - MCF7 cells,,ZNF217 -> AGPAT2,1,1,low,low
ZNF263,AGPAT2,kidney,,,,ZNF263 IP - HEK293 cells,,ZNF263 -> AGPAT2,1,1,low,low
ZNF83,AGPAT2,colon,,,,ZNF83 IP,,ZNF83 -> AGPAT2,1,1,low,low
ARID3A,AGPAT3,leukocytes,,,,ARID3A IP - K562 cells,,ARID3A -> AGPAT3,1,1,low,low
ARNTL,AGPAT3,colon,,,,ARNTL IP - Rep 1,,ARNTL -> AGPAT3,1,1,low,low
ASCL1,AGPAT3,skin,,,,"ASCL1 IP - NHEK, ASCL1 IP - NHDF",,ASCL1 -> AGPAT3,1,1,low,low
ATF1,AGPAT3,leukocytes,,,,ATF1 IP - K562 cells,,ATF1 -> AGPAT3,1,1,low,low
ATF2,AGPAT3,colon,,,,ATF2 IP,,ATF2 -> AGPAT3,2,2,low,low
ATF2,AGPAT3,leukocytes,,,,ATF2 IP - GM12878 cells,24076218,ATF2 -> AGPAT3,2,2,low,low
ATF3,AGPAT3,colon,,,,"ATF3 IP | CAMPTO, ATF3 IP - HCT116 cells",,ATF3 -> AGPAT3,2,2,low,low
ATF3,AGPAT3,leukocytes,,,,ATF3 IP - K562 cells,,ATF3 -> AGPAT3,2,2,low,low
BATF,AGPAT3,leukocytes,,,,BATF IP - GM12878 cells,24076218,BATF -> AGPAT3,1,1,low,low
BCL11A,AGPAT3,leukocytes,,,,BCL11A IP - GM12878 cells,24076218,BCL11A -> AGPAT3,1,1,low,low
BCL3,AGPAT3,leukocytes,,,,BCL3 IP - GM12878 cells,,BCL3 -> AGPAT3,1,1,low,low
BHLHE40,AGPAT3,leukocytes,,,,"BHLHE40 IP - K562 cells, BHLHE40 IP - GM12878 cells",,BHLHE40 -> AGPAT3,2,2,low,low
BHLHE40,AGPAT3,liver,,,,BHLHE40 IP - HepG2 cells,,BHLHE40 -> AGPAT3,2,2,low,low
CDX2,AGPAT3,colon,,,,CDX2 IP | 125DVD3,,CDX2 -> AGPAT3,1,1,low,low
CEBPA,AGPAT3,leukocytes,,,,"CEBPA IP, CEBPA IP - U-937 cells, Rep 2",,CEBPA -> AGPAT3,1,1,low,low
CEBPB,AGPAT3,colon,,,,"CEBPB IP - HCT116 cells, CEBPB IP | 125DVD3, CEBPB IP",,CEBPB -> AGPAT3,5,6,medium,medium
CEBPB,AGPAT3,leukocytes,,,,"CEBPB ChIP-Seq - K562, CEBPB IP, CEBPB IP - K562 cells, CEBPB IP - GM12878 cells",,CEBPB -> AGPAT3,5,6,medium,medium
CEBPB,AGPAT3,liver,,,,"CEBPB IP - HepG2 cells, CEBPB ChIP-Seq - HepG2, CEBPB IP | FORSK - HepG2 cells",,CEBPB -> AGPAT3,5,6,medium,medium
CEBPB,AGPAT3,lung,,,,CEBPB ChIP-Seq - IMR90,,CEBPB -> AGPAT3,5,6,medium,medium
CEBPB,AGPAT3,mammarygland,,,,CEBPB IP - MCF7 cells,,CEBPB -> AGPAT3,5,6,medium,medium
CEBPB,AGPAT3,uterus,,,,CEBPB ChIP-Seq - HeLaS3,,CEBPB -> AGPAT3,5,6,medium,medium
CREB1,AGPAT3,colon,,,,CREB1 IP,,CREB1 -> AGPAT3,5,5,medium,medium
CREB1,AGPAT3,leukocytes,,,,"CREB1 IP - K562 cells, CREB1 IP - GM12878 cells",,CREB1 -> AGPAT3,5,5,medium,medium
CREB1,AGPAT3,liver,,,,"CREB1 IP, CREB1 IP - HepG2 cells, CREB1 IP",,CREB1 -> AGPAT3,5,5,medium,medium
CREB1,AGPAT3,prostate,,,,"CREB1 siRNA | FOXA1 ChIP-Seq - Rep 1, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 2, CREB1 ChIP-Seq - LNCaP, CREB1 ChIP-Seq - LNCaP-abl",,CREB1 -> AGPAT3,5,5,medium,medium
CREB1,AGPAT3,stemcells,,,,CREB1 IP - H1 cells,24076218,CREB1 -> AGPAT3,5,5,medium,medium
CTCF,AGPAT3,cns,,,,"CTCF IP - BE(2)-C cells, Rep 1",,CTCF -> AGPAT3,8,15,high,high
CTCF,AGPAT3,colon,,,,"CTCF IP - Caco-2 cells, Rep 1",22955980,CTCF -> AGPAT3,8,15,high,high
CTCF,AGPAT3,esophagus,,,,"CTCF IP - HEEpiC cells, Rep 1 , CTCF IP - HEEpiC cells, Rep 2",,CTCF -> AGPAT3,8,15,high,high
CTCF,AGPAT3,hspcs,,,,"CTCF IP - HEL 92.1.7 cells, Rep 8 , CTCF IP - Erythroid cells, Rep 2, CTCF IP - HEL 92.1.7 cells, Rep 5 , CTCF IP - HEL 92.1.7 cells, Rep 2 , CTCF IP - HSPCs, Rep 2, CTCF IP - Erythroid cells, Rep 1, CTCF IP - HEL 92.1.7 cells, Rep 11 , CTCF IP - HEL 92.1.7 cells, Rep 14",,CTCF -> AGPAT3,8,15,high,high
CTCF,AGPAT3,kidney,,,,"CTCF IP - HRE cells, Rep 2 , CTCF IP - HEK293 cells, Rep 1 , CTCF IP - RPTEC cells, Rep 1",,CTCF -> AGPAT3,8,15,high,high
CTCF,AGPAT3,leukocytes,,,,"CTCF IP - GM12864 cells, Rep 3 , CTCF IP - GM12865 cells, Rep 1 , CTCF IP - GM2610 cells, Rep 1 , CTCF IP - GM12868 cells , CTCF IP - GM2588 cells, Rep 3 , CTCF IP - F36P cells, Rep 11 , CTCF IP - GM12873 cells, Rep 1 , CTCF IP - GM12874 cells, Rep 2 , CTCF IP - GM11881 cells, CTCF IP - GM18526 cells, Rep 2 , CTCF IP - F36P cells, Rep 3 , CTCF IP - GM18505 cells, Rep 2 , CTCF IP - GM12890 cells, Rep 3 , CTCF IP - MS1 cells, Rep 1 , CTCF IP - GM12875 cells, Rep 2 , CTCF IP - GM18951 cells, Rep 1 , CTCF IP - GM12892 cells, Rep 1 , CTCF IP - GM2630 cells, Rep 1 , CTCF IP - GM12814 cells, Rep 1, CTCF IP - GM19240 cells, Rep 1 , CTCF IP - K562 cells, CTCF IP - GM12866 cells , CTCF IP - MS1 cells, Rep 2 , CTCF IP - GM12878 cells , CTCF IP - GM2630 cells, Rep 3 , CTCF IP - K562 cells, Rep 14 , CTCF IP - GM19239 cells, Rep 2 , CTCF IP - GM06986 cells, CTCF IP - GM2610 cells, Rep 3 , CTCF IP - GM18505 cells, Rep 1 , CTCF IP - GM12891 cells, Rep 2 , CTCF IP - GM12872 cells, Rep 2 , CTCF IP - F36P cells, Rep 7 , CTCF IP - K562 cells, Rep 16 , CTCF IP - GM12890 cells, Rep 1 , CTCF IP - GM12870 cells , CTCF IP - GM12867 cells , CTCF IP - GM2255 cells, Rep 2 , CTCF IP - GM18486 cells, Rep 3 , CTCF IP - GM12873 cells, Rep 1 , CTCF IP - GM12872 cells, Rep 3 , CTCF IP - F36P cells, Rep 19 , CTCF IP - GM2630 cells, Rep 2 , CTCF IP - GM12828 cells, CTCF IP - K562 cells, CTCF IP - MS1 cells, Rep 3 , CTCF IP - GM12864 cells, Rep 2 , CTCF IP - GM12891 cells, Rep 1 , CTCF IP - MS1 cells, Rep 4 , CTCF IP - F36P cells, Rep 14 , CTCF IP - GM18951 cells, Rep 2 , CTCF IP - GM18486 cells, Rep 1 , CTCF ChIP-Seq - GM12878, CTCF IP -  CD20+ cells , CTCF IP - K562 cells, Rep 15 , CTCF IP - HeLa cells, Rep 2 , CTCF IP - GM2588 cells, Rep 2 , CTCF IP - GM12878 cells, Rep 1 , CTCF IP - GM12234 cells, CTCF IP - GM12871 cells , CTCF IP - GM2255 cells, Rep 3 , CTCF IP - GM10847 cells, Rep 1 , CTCF IP - K562 cells , CTCF IP, CTCF IP - F36P cells, Rep 2 , CTCF IP - K562 cells, Rep 12 , CTCF IP - GM19238 cells, Rep 2 , CTCF IP - GM12872 cells, Rep 1 , CTCF IP - GM12878 cells, Rep 2 , CTCF IP - GM19193 cells, Rep 1 , CTCF IP - GM12892 cells, Rep 2 , CTCF IP - GM19193 cells, Rep 2 , CTCF IP - GM12154 cells, Rep 2, CTCF IP - GM12874 cells, Rep 1 , CTCF IP - GM2588 cells, Rep 1 , CTCF IP - GM18526 cells, Rep 1 , CTCF IP - K562 cells, Rep 13 , CTCF IP - GM06990 cells, Rep 2 , CTCF IP - GM11831 cells, CTCF IP - F36P cells, Rep 10 , CTCF IP - GM11994 cells, Rep 2, CTCF IP - GM19239 cells, Rep 1 , CTCF IP - K562 cells, Rep 11 , CTCF IP - UT-7 cells, Rep 3 , CTCF IP - GM12865 cells, Rep 3 , CTCF IP - KU812 cells, Rep 17 , CTCF IP - GM10847 cells, Rep 2 , CTCF IP - F36P cells, Rep 6 , CTCF IP - GM19099 cells, Rep 2 , CTCF IP - GM19099 cells, Rep 1 , CTCF IP - GM12815 cells, Rep 1, CTCF IP - GM06990 cells, Rep 1 , CTCF IP - GM12890 cells, Rep 2 , CTCF IP - GM2255 cells, Rep 1 , CTCF IP - GM12865 cells, Rep 2 , CTCF IP - F36P cells, Rep 15 , CTCF IP - GM12878 cells, Rep 1 , CTCF IP - K562 cells, Rep 1 , CTCF IP - GM11994 cells, Rep 1, CTCF IP - GM12878 cells, Rep 2 , CTCF IP - GM19240 cells, Rep 2 , CTCF IP - GM12875 cells, Rep 1 , CTCF IP - GM12864 cells, Rep 1 , CTCF IP - GM12154 cells, Rep 1, CTCF IP - GM12873 cells, Rep 3 , CTCF IP - GM12869 cells , CTCF IP - GM2610 cells, Rep 2 , CTCF IP - GM19238 cells, Rep 1",,CTCF -> AGPAT3,8,15,high,high
CTCF,AGPAT3,liver,,,,"CTCF IP - HepG2 cells , CTCF IP - HepG2 cells, Rep 2 , CTCF IP - HepG2 cells, Rep 1 , CTCF IP, CTCF IP - SK-N-SH cells",,CTCF -> AGPAT3,8,15,high,high
CTCF,AGPAT3,lung,,,,"CTCF IP - SAEC cells, Rep 2",22955980,CTCF -> AGPAT3,8,15,high,high
CTCF,AGPAT3,mammarygland,,,,"CTCF IP - HMEC cells, Rep 1 , CTCF IP - MCF-7 cells Rep 2 , CTCF IP - MCF-7 cells, Rep 1 , CTCF IP - HMEC cells, Rep 2 , CTCF IP - MCF7 cells, CTCF IP - HMEC cells",,CTCF -> AGPAT3,8,15,high,high
CTCF,AGPAT3,megakaryocytelineage,,,,"CTCF IP - MEG-01 cells, Rep 6 , CTCF IP - MEG-01 cells, Rep 2 , CTCF IP - MEG-01 cells, Rep 10 , CTCF IP - MEG-01 cells, Rep 4 , CTCF IP - MEG-01 cells, Rep 8",,CTCF -> AGPAT3,8,15,high,high
CTCF,AGPAT3,pancreas,,,,CTCF IP,,CTCF -> AGPAT3,8,15,high,high
CTCF,AGPAT3,sensory,,,,"CTCF IP - WERI , CTCF IP - WERI-Rb-1- cells, Rep 1",,CTCF -> AGPAT3,8,15,high,high
CTCF,AGPAT3,skin,,,,"CTCF IP - NHEK cells , CTCF IP - GM12878 cells, Rep 2",,CTCF -> AGPAT3,8,15,high,high
CTCF,AGPAT3,stemcells,,,,"CTCF IP - H1 cells , CTCF IP - H1 cells",,CTCF -> AGPAT3,8,15,high,high
CTCF,AGPAT3,uterus,,,,CTCF IP - HeLa cells,,CTCF -> AGPAT3,8,15,high,high
CUX1,AGPAT3,leukocytes,,,,CUX1 IP - GM12878 cells,,CUX1 -> AGPAT3,1,1,low,low
E2F1,AGPAT3,mammarygland,,,,E2F1 IP - MCF7 cells,,E2F1 -> AGPAT3,2,3,low,low
E2F1,AGPAT3,prostate,,,,HES6 OE | E2F1 ChIP-Seq - Rep 1,24737870,E2F1 -> AGPAT3,2,3,low,low
E2F1,AGPAT3,uterus,,,,"E2F1 IP - HeLa cells, Rep 2",,E2F1 -> AGPAT3,2,3,low,low
E2F3,AGPAT3,colon,,,,E2F3 IP,,E2F3 -> AGPAT3,1,1,low,low
E2F6,AGPAT3,leukocytes,,,,"E2F6 IP - K562 cells, E2F6 IP - K562 cells",,E2F6 -> AGPAT3,3,3,low,low
E2F6,AGPAT3,lung,,,,E2F6 IP - A549 cells,,E2F6 -> AGPAT3,3,3,low,low
E2F6,AGPAT3,stemcells,,,,E2F6 IP - H1 cells,24076218,E2F6 -> AGPAT3,3,3,low,low
EBF1,AGPAT3,leukocytes,,,,"EBF1 IP - GM12878 cells, EBF1 IP - GM12878 cells",,EBF1 -> AGPAT3,1,1,low,low
EGR1,AGPAT3,colon,,,,EGR1 IP - HCT116 cells,24076218,EGR1 -> AGPAT3,2,2,low,low
EGR1,AGPAT3,leukocytes,,,,EGR1 IP - K562 cells,24076218,EGR1 -> AGPAT3,2,2,low,low
ELF1,AGPAT3,leukocytes,,,,"ELF1 IP - SK-N-SH cells, ELF1 IP - SK-N-SH cells",,ELF1 -> AGPAT3,2,2,low,low
ELF1,AGPAT3,mammarygland,,,,ELF1 IP - MCF7 cells,,ELF1 -> AGPAT3,2,2,low,low
ELF3,AGPAT3,pancreas,,,,"ELF3 IP, ELF3 IP | KLF5 KO, ELF3 IP",26769127,ELF3 -> AGPAT3,1,1,low,low
ELK1,AGPAT3,leukocytes,,,,ELK1 IP - K562 cells,,ELK1 -> AGPAT3,1,1,low,low
EOMES,AGPAT3,stemcells,,,,"EOMES IP - Rep 1 , EOMES IP - Rep 2",,EOMES -> AGPAT3,1,1,low,low
ERG,AGPAT3,prostate,,,,"ERG ChIP-Seq, DHT | ERG ChIP-Seq - 18 h, DHT | ERG ChIP-Seq - 2 h, DMSO | ERG ChIP-Seq - Rep 1, ERG ChIP-Seq, DMSO | ERG ChIP-Seq - Rep 2",,ERG -> AGPAT3,1,1,low,low
ETS1,AGPAT3,leukocytes,,,,"ETS1 IP - GM12878 cells, ETS1 IP - K562 cells, ETS1 IP",,ETS1 -> AGPAT3,1,1,low,low
ETV5,AGPAT3,colon,,,,ETV5 IP,,ETV5 -> AGPAT3,1,1,low,low
FOS,AGPAT3,leukocytes,,,,FOS IP - K562 cells,,FOS -> AGPAT3,2,3,low,low
FOS,AGPAT3,mammarygland,,,,"FOS IP | 4HT - MCF10A cells, 12 h",,FOS -> AGPAT3,2,3,low,low
FOS,AGPAT3,uterus,,,,FOS IP - HeLa cells,,FOS -> AGPAT3,2,3,low,low
FOSL1,AGPAT3,colon,,,,FOSL1 IP - HCT116 cells,,FOSL1 -> AGPAT3,2,2,low,low
FOSL1,AGPAT3,leukocytes,,,,FOSL1 IP - K562 cells,,FOSL1 -> AGPAT3,2,2,low,low
FOSL2,AGPAT3,liver,,,,FOSL2 IP - HepG2 cells,,FOSL2 -> AGPAT3,2,2,low,low
FOSL2,AGPAT3,mammarygland,,,,FOSL2 IP - MCF7 cells,,FOSL2 -> AGPAT3,2,2,low,low
FOXA1,AGPAT3,liver,,,,"FOXA1 IP - HepG2 cells, Rep 2, FOXA1 IP - HepG2 cells, Rep 1",,FOXA1 -> AGPAT3,4,5,medium,medium
FOXA1,AGPAT3,mammarygland,,,,"FOXA1 ChIP-Seq - Rep 1, FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 1, TNF | FOXA1 ChIP-Seq - Rep 1, DHT | FOXA1 ChIP-Seq, DEX | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 2",,FOXA1 -> AGPAT3,4,5,medium,medium
FOXA1,AGPAT3,pancreas,,,,FOXA1 IP,,FOXA1 -> AGPAT3,4,5,medium,medium
FOXA1,AGPAT3,prostate,,,,"EtOH | FOXA1 ChIP-Seq - , DHT | FOXA1 ChIP-Seq, GATA2 KD + R1881 | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq - Rep 2, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 1, R1881 | FOXA1 ChIP-Seq - Rep 2, CON KD | FOXA1 ChIP-Seq, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - LNCaP-abl, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2, DHT | FOXA1 ChIP-Seq, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 1, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 2, FOXA1 KD | GATA2 ChIP-Seq, FOXA1 ChIP-Seq, EtOH | FOXA1 ChIP-Seq - Rep 2, CON KD + R1881 | FOXA1 ChIP-Seq, R1881 | FOXA1 ChIP-Seq - Rep 1, FOXA1 ChIP-Seq - Rep 1, GATA2 KD  | FOXA1 ChIP-Seq, CON KD  | FOXA1 ChIP-Seq, DHT | FOXA1 ChIP-Seq, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 1",,FOXA1 -> AGPAT3,4,5,medium,medium
FOXA1,AGPAT3,stemcells,,,,FOXA1 IP - Rep 5,,FOXA1 -> AGPAT3,4,5,medium,medium
FOXA2,AGPAT3,embryonictissue,,,,FOXA2 IP - Rep 1,,FOXA2 -> AGPAT3,2,3,low,low
FOXA2,AGPAT3,liver,19822575,,,FOXA2 IP - HepG2 cells,,FOXA2 -> AGPAT3,2,3,low,low
FOXA2,AGPAT3,stemcells,,,,"FOXA2 IP - ES D2, FOXA2 IP - ES D5, FOXA2 IP - ES D7",,FOXA2 -> AGPAT3,2,3,low,low
FOXH1,AGPAT3,embryonictissue,,,,FOXH1 IP - endoderm,,FOXH1 -> AGPAT3,1,2,low,low
FOXH1,AGPAT3,stemcells,,,,FOXH1 ChIP-Seq - Escs,,FOXH1 -> AGPAT3,1,2,low,low
FOXM1,AGPAT3,leukocytes,,,,FOXM1 IP - GM12878 cells,,FOXM1 -> AGPAT3,2,2,low,low
FOXM1,AGPAT3,mammarygland,,,,FOXM1 IP - MCF7 cells,,FOXM1 -> AGPAT3,2,2,low,low
FOXP1,AGPAT3,colon,,,,FOXP1 IP,,FOXP1 -> AGPAT3,4,4,medium,medium
FOXP1,AGPAT3,leukocytes,,,,"FOXP1 IP - BJAB, FOXP1 IP - HT",,FOXP1 -> AGPAT3,4,4,medium,medium
FOXP1,AGPAT3,prostate,,,,DHT | FOXP1 ChIP-Seq,,FOXP1 -> AGPAT3,4,4,medium,medium
FOXP1,AGPAT3,stemcells,21924763,,,,,FOXP1 -> AGPAT3,4,4,medium,medium
FOXP2,AGPAT3,cns,,,,FOXP2 IP - PFSK-1 cells,,FOXP2 -> AGPAT3,1,1,low,low
GABPA,AGPAT3,cns,,,,GABPA IP - SK-N-SH cells,,GABPA -> AGPAT3,5,5,medium,medium
GABPA,AGPAT3,leukocytes,,,,"GABPA IP - GM12878 cells, Rep 4 , GABPA IP - Jurkat, Rep 2, GABPA IP - K562 cells, GABPA IP - Jurkat, Rep 1",,GABPA -> AGPAT3,5,5,medium,medium
GABPA,AGPAT3,liver,,,,"GABPA IP - MCF7 cells, GABPA IP - HepG2 cells",,GABPA -> AGPAT3,5,5,medium,medium
GABPA,AGPAT3,prostate,,,,"GABPA IP - Rep 1, GABPA IP | R1881",,GABPA -> AGPAT3,5,5,medium,medium
GABPA,AGPAT3,stemcells,,,,GABPA IP - H1 cells,,GABPA -> AGPAT3,5,5,medium,medium
GATA1,AGPAT3,hspcs,,,,"GATA1 IP - Rep 1, GATA1 IP - PBDE cells, Rep 1",,GATA1 -> AGPAT3,3,3,low,low
GATA1,AGPAT3,leukocytes,,,,"GATA1 ChIP-Seq - K562, GATA1 ChIP-Seq - SC266",,GATA1 -> AGPAT3,3,3,low,low
GATA1,AGPAT3,skin,21571218,,,,,GATA1 -> AGPAT3,3,3,low,low
GATA2,AGPAT3,erythroidlineage,19941826,,,,,GATA2 -> AGPAT3,3,3,low,low
GATA2,AGPAT3,leukocytes,,,,"GATA2 IP - K562 cells, GATA2 IP - K562 cells",,GATA2 -> AGPAT3,3,3,low,low
GATA2,AGPAT3,prostate,,,,"GATA2 ChIP-Seq - Rep 2, GATA2 KD + R1881 | FOXA1 ChIP-Seq, FOXA1 KD | GATA2 ChIP-Seq, GATA2 ChIP-Seq, GATA2 KD  | FOXA1 ChIP-Seq",,GATA2 -> AGPAT3,3,3,low,low
GATA3,AGPAT3,mammarygland,,,,GATA3 IP - MCF7 cells,,GATA3 -> AGPAT3,1,1,low,low
GATA4,AGPAT3,stomach,,,,GATA4 IP - AGS,,GATA4 -> AGPAT3,1,1,low,low
GLI2,AGPAT3,colon,,,,GLI2 IP,,GLI2 -> AGPAT3,1,1,low,low
GTF2B,AGPAT3,leukocytes,,,,GTF2B IP - K562 cells,,GTF2B -> AGPAT3,1,1,low,low
GTF2F1,AGPAT3,uterus,,,,GTF2F1 IP - HeLa cells,,GTF2F1 -> AGPAT3,1,1,low,low
HES6,AGPAT3,prostate,,,,HES6 OE | E2F1 ChIP-Seq - Rep 1,24737870,HES6 -> AGPAT3,1,1,low,low
HEY1,AGPAT3,leukocytes,,,,HEY1 IP - K562 cells,24076218,HEY1 -> AGPAT3,2,2,low,low
HEY1,AGPAT3,liver,,,,HEY1 IP - HepG2 cells,24076218,HEY1 -> AGPAT3,2,2,low,low
HMGN3,AGPAT3,leukocytes,,,,HMGN3 IP - K562 cells,,HMGN3 -> AGPAT3,1,1,low,low
HNF4A,AGPAT3,liver,19822575,,,,,HNF4A -> AGPAT3,1,1,low,low
HOXA4,AGPAT3,colon,,,,HOXA4 IP,,HOXA4 -> AGPAT3,1,1,low,low
HOXA6,AGPAT3,colon,,,,HOXA6 IP,,HOXA6 -> AGPAT3,1,1,low,low
IFNA1,AGPAT3,leukocytes,,,,"IRF1 IP | IFNA1-13 - K562 cells, 6 h, STAT1 IP | IFNA1-13 - K562 cells, 30 min, STAT1 IP | IFNA1-13 - K562 cells, 6 h, MYC IP | IFNA1 - K562 cells, 30 min, STAT2 IP | IFNA1-13 - K562 cells, 30 min, JUN IP | IFNA1-13 - K562 cells, 6 h, STAT2 IP | IFNA1-13 - K562 cells, 6 h, JUN IP | IFNA1-13 - 30 min , MYC IP | IFNA1 - K562 cells, 6 h",,IFNA1 -> AGPAT3,1,1,low,low
IFNG,AGPAT3,leukocytes,,,,"IRF1 IP - Rep 4, IRF1 IP - Rep 1, IRF1 IP - Rep 2, IRF1 IP - Rep 3, STAT1 IP | IFNG - K562 cells, 6 h, JUN IP | IFNG - K562 cells, 6 h, STAT1 IP | IFNG - K562 cells, 30 min, JUN IP | IFNG - K562 cells, 30 min, STAT1 IP - Rep 5, IRF1 IP | IFNG - K562 cells, 6 h, IRF1 IP | IFNG - K562 cells, 30 min, STAT1 IP - Rep 1, MYC IP | IFNG - K562 cells, 30 min, STAT1 IP - Rep 2, MYC IP | IFNG - K562 cells, 6 h, STAT1 IP - Rep 4, STAT1 IP - Rep 3",,IFNG -> AGPAT3,1,1,low,low
IKZF1,AGPAT3,leukocytes,,,,IKZF1 IP - GM12878 cells,,IKZF1 -> AGPAT3,1,1,low,low
IL2,AGPAT3,leukocytes,,,,STAT5B IP | IL2 - Rep 2,,IL2 -> AGPAT3,1,1,low,low
IRF1,AGPAT3,colon,,,,IRF1 IP,26769127,IRF1 -> AGPAT3,2,2,low,low
